r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.5800847456845126,0.5762979347738519,0.15669361223515124,153.18555886998374,3.2857195570731215e-181,9,443.02552328176773,-864.0510465635355,-809.978088628591,24.503782339069343,998,1008
