earnings,enrollment,admission_rate,sat_avg,avg_cost,pell_pct,completion_rate,median_debt,CONTROL,REGION,log_earnings,log_enrollment,sat_scaled,predicted_log_earnings,residuals
42062,9805,0.9604,1088,23165,0.4282,0.503,15985,Public,5,10.646899999243624,9.190749722211178,-0.6431552017188192,10.848910000357014,-0.20201000111337755
49641,2630,0.4868,1120,43454,0.5767,0.5498,21250,Private Nonprofit,5,10.812572384159957,7.875119281040293,-0.42739568796814215,10.85952080269339,-0.046948418533421396
59979,42537,0.8614,1246,29423,0.257,0.6752,13750,Public,6,11.001749779939942,10.658153073074493,0.4221573974251489,11.03585130190504,-0.03410152196508604
84131,3218,0.7658,1250,62798,0.1825,0.6776,14250,Private Nonprofit,6,11.340130386840556,8.076826031298808,0.4491273366439835,11.041519126453368,0.2986112603872004
42186,73371,0.7891,1077,32702,0.4594,0.4346,12500,Private For-Profit,6,10.649843691427217,11.20329767043424,-0.7173225345706145,10.778828751217787,-0.1289850597905603
45265,4949,0.5878,1049,22519,0.4118,0.4165,14500,Public,5,10.72028938590954,8.507142855562735,-0.906112109102457,10.811302433472699,-0.09101304756314613
58191,28677,0.743,1169,27767,0.1779,0.7052,15749,Public,5,10.9714859825864,10.263885557274984,-0.09701393253741786,11.031383817847889,-0.059897835261478405
35550,1807,0.4118,922,21129,0.695,0.4043,14328,Public,5,10.478695435231389,7.4999765409521215,-1.7624076793004566,10.668716885885134,-0.190021450653732
42617,9110,0.8226,1090,25082,0.3838,0.554,15000,Public,5,10.660008513686648,9.11723775371386,-0.629670232109402,10.876020699630736,-0.21601218594407626
41766,5388,0.9589,1049,22808,0.3389,0.4856,11350,Public,5,10.639837890396722,8.592115117933497,-0.906112109102457,10.803238723285354,-0.16340083288862117
45938,7762,0.8949,1118,25029,0.3798,0.5353,13000,Public,5,10.7350479402497,8.95712413640568,-0.44088065757755945,10.865364889062427,-0.13031694881271552
46789,484,0.6346,1046,30605,0.3982,0.3411,12876,Private Nonprofit,5,10.753403411543824,6.184148890937483,-0.926339563516583,10.683307949662167,0.07009546188166763
52876,3382,0.7052,1182,39534,0.2381,0.6879,21601,Private Nonprofit,5,10.87570482869929,8.12651816878071,-0.00936163007620529,10.977537392736563,-0.10183256403726228
60376,1100,0.5565,1282,55013,0.2319,0.7235,19500,Private Nonprofit,5,11.008346953964704,7.00397413672268,0.6648868503946607,11.056236735096745,-0.04788978113202693
53907,1471,0.7614,1195,44710,0.237,0.7179,17000,Private Nonprofit,5,10.895015618594565,7.294377299288821,0.07829067238500728,10.956575421593358,-0.0615598029987789
51673,1602,0.6752,1211,47321,0.2341,0.614,15000,Private Nonprofit,5,10.852690680366042,7.379632152609552,0.18617042926034583,10.94438536758154,-0.09169468721548589
44384,767,0.5951,1105,38666,0.3984,0.5148,11000,Private Nonprofit,5,10.700634323114558,6.643789733147672,-0.528532960038772,10.770881741173515,-0.0702474180589447
38484,478,0.8342,980,33597,0.5438,0.2564,9500,Private Nonprofit,5,10.557997849481156,6.171700597410915,-1.3713435606273543,10.577044602163197,-0.019046752682026276
42386,2708,0.7533,1047,24951,0.482,0.4882,12500,Public,5,10.654573398016518,7.904334842085095,-0.9195970787118742,10.782883758423397,-0.12831036040686605
41102,4091,0.8046,1050,19048,0.391,0.3788,10750,Public,5,10.623812061100866,8.316789127071518,-0.8993696242977484,10.756359646453106,-0.13254758535222896
66677,2759,0.8843,1195,56313,0.3515,0.6179,19710,Private Nonprofit,8,11.107615344850805,7.9229859587111955,0.07829067238500728,10.971727763448333,0.13588758140248194
56778,3474,0.7435,1261,62757,0.2604,0.676,19000,Private Nonprofit,8,10.946904205736288,8.1533497579988925,0.5232946694957787,11.06369970941419,-0.11679550367788845
68712,2296,0.7567,1266,68426,0.3109,0.696,18970,Private Nonprofit,8,11.13767913544606,7.739359202689098,0.5570070935193221,11.06840508563151,0.06927404981456384
70070,7478,0.6543,1357,83146,0.1939,0.8188,17750,Private Nonprofit,8,11.15725002136458,8.919854372191667,1.1705732107478102,11.230846660124763,-0.07359663876016956
104736,1388,0.0959,1527,86500,0.181,0.9136,11948,Private Nonprofit,8,11.559198177300908,7.236339342754344,2.316795627548282,11.30207816892221,0.2571200083787112
84713,1114,0.835,1290,71751,0.319,0.7805,24250,Private Nonprofit,8,11.34702435174361,7.016609683894219,0.7188267288323299,11.124686353379591,0.22233799836402998
138687,921,0.1266,1545,90165,0.1517,0.9188,19500,Private Nonprofit,8,11.839974874440871,6.826545223556594,2.438160354033038,11.373114678049875,0.4668601963910106
65464,3050,0.7117,1083,62278,0.514,0.6312,21000,Private Nonprofit,8,11.089255652207218,8.02322468471667,-0.6768676257423626,10.924126172400793,0.16512947980643666
78349,7094,0.4508,1359,83943,0.1322,0.7887,15000,Private Nonprofit,8,11.268928484460853,8.867145589594143,1.1840581803572274,11.23333239484466,0.035596089616201775
75951,1877,0.4417,1452,84800,0.1656,0.8088,19000,Private Nonprofit,8,11.237843674494188,7.537962659768208,1.8111092671951328,11.279221876864058,-0.04137820236985392
58152,1223,0.8176,1310,75861,0.3363,0.663,20000,Private Nonprofit,8,10.97081555116447,7.1098794630722715,0.8536764249265031,11.092786688386742,-0.12197113722225929
49697,564,0.3298,1020,51784,0.4426,0.4944,15738,Private Nonprofit,8,10.813699848089811,6.336825731146441,-1.101644168439008,10.800804630658973,0.012895217430850047
78445,3204,0.7132,1346,71515,0.3612,0.6905,17653,Private Nonprofit,8,11.270153021267056,8.07246736935477,1.0964058778960148,11.10285771926698,0.16729530200008838
82939,3553,0.6286,1384,93512,0.2025,0.8335,19500,Private Nonprofit,8,11.325860676819078,8.175829008714597,1.352620300474944,11.277980710548801,0.04787996627028989
63998,3188,0.8368,1287,60488,0.2144,0.7717,19500,Private Nonprofit,8,11.066607111853518,8.067462667010057,0.6985992744182039,11.095534747970792,-0.028927636117262453
77779,1666,0.0709,1534,85300,0.1953,0.932,10000,Private Nonprofit,8,11.261626750851567,7.418780882750794,2.3639930211812428,11.29324142130072,-0.031614670449140694
72690,2049,0.8271,1241,76630,0.3645,0.6727,21250,Private Nonprofit,8,11.19395910247868,7.625595072132453,0.3884449734016056,11.076300096131538,0.11765900634715047
89812,5287,0.6171,1295,80141,0.2796,0.7006,19000,Private Nonprofit,8,11.405473875652092,8.573195381531523,0.7525391528558733,11.15198799797667,0.25348587767543396
56257,1294,0.9333,1150,53703,0.3172,0.5598,14419,Private Nonprofit,8,10.937685756768545,7.166265974133638,-0.2251211438268824,10.88461828836206,0.05306746840649886
109183,6552,0.48,1426,82026,0.1127,0.8792,16845,Private Nonprofit,8,11.60078065251824,8.787678239039497,1.6358046622727076,11.29121056809121,0.30957008442704326
77539,1113,0.3829,1492,87564,0.11,0.8254,11853,Private Nonprofit,8,11.258536314572249,7.01571242048723,2.080808659383479,11.267223237371443,-0.00868692279918094
92498,20443,0.0981,1495,90300,0.2224,0.9183,16112,Private Nonprofit,8,11.434942301645144,9.925444719888173,2.1010361137976052,11.370305058653477,0.06463724299168001
55619,566,0.8309,1329,43426,0.2672,0.843,18000,Private Nonprofit,8,10.926280148482135,6.340359303727752,0.9817836362159676,11.019130597907095,-0.09285044942494887
64778,1302,0.7705,1328,71150,0.2003,0.7035,19343,Private Nonprofit,8,11.07872131852226,7.172424577124845,0.9750411514112588,11.124565310003904,-0.04584399148162958
64270,10519,0.7468,1116,24902,0.2616,0.4615,14500,Public,7,11.070848238365333,9.2610334862917,-0.4543656271869768,10.900073112056916,0.17077512630843017
54659,8697,0.9735,1133,24595,0.2729,0.4693,12965,Public,7,10.908869164400691,9.070848393157585,-0.3397433855069296,10.87973043041142,0.029138733989281823
69738,31939,0.7808,1357,37684,0.1449,0.7419,13000,Public,7,11.152500641871764,10.371614421769005,1.1705732107478102,11.148243451079653,0.00425719079212549
65222,2014,0.1847,1365,86921,0.1445,0.8766,13400,Private Nonprofit,7,11.085552114313185,7.608374474380783,1.2245130891854794,11.240591622218636,-0.15503950790543855
97335,6155,0.6069,1412,40560,0.1357,0.8171,17500,Public,7,11.485913915723378,8.72518249495877,1.5414098750067864,11.210348558678765,0.2755653570446252
71155,6025,0.7781,1355,78476,0.1425,0.756,18000,Private Nonprofit,7,11.17261587511776,8.703838719690246,1.1570882411383927,11.204553387186111,-0.03193751206833901
46349,3079,0.773,1111,27030,0.3492,0.3564,9000,Public,7,10.743954995788227,8.03268487596762,-0.4880780512105201,10.800428095974215,-0.056473100185976906
45823,8143,0.8203,1055,24046,0.2809,0.4061,11000,Public,7,10.732541427456502,9.005036738790304,-0.865657200274205,10.819923205119892,-0.08738177766337642
52093,15002,0.988,1019,24622,0.3551,0.3154,12500,Public,7,10.860785861708989,9.616005460087012,-1.1083866532437168,10.782124371441158,0.07866149026783952
52231,5598,0.8585,1082,29254,0.2618,0.5124,13805,Public,7,10.863431467331688,8.630343289348893,-0.6836101105470712,10.88615390113783,-0.022722433806130687
72105,2627,0.8646,1220,54800,0.3183,0.6102,19750,Private Nonprofit,7,11.185878668996171,7.873978379604501,0.24685279250272377,10.984954178157654,0.20092449083852598
55563,3042,0.949,1120,23937,0.2857,0.3973,14475,Public,7,10.925272791090912,8.02059914989697,-0.42739568796814215,10.845669929525172,0.07960286156575319
46833,1586,0.9971,1230,25736,0.1202,0.505,12000,Public,7,10.754343361624777,7.369600720526409,0.31427764054981033,10.931444802586896,-0.17710144096210528
58562,7822,0.7333,1080,24870,0.3836,0.4844,16750,Public,1,10.977841301057458,8.96482339168508,-0.6970950801564886,10.870368677447834,0.10747262360963414
75001,1937,0.3704,1432,84623,0.1419,0.8205,20000,Private Nonprofit,1,11.225256725762891,7.569411792450712,1.6762595711009596,11.288432222696265,-0.0631754969333591
73997,19835,0.5239,1348,39426,0.2538,0.8329,18610,Public,1,11.211779830823977,9.895253747609024,1.109890847505432,11.186836531425286,0.02494329939870267
56469,3418,0.8298,1160,31983,0.2868,0.5752,18500,Public,1,10.941447093992288,8.137103389639302,-0.1576962957797958,10.963464559314843,-0.02201746532254346
88794,5373,0.3329,1335,76074,0.0692,0.843,23251,Private Nonprofit,1,11.394074359129904,8.589327789175437,1.0222385450442195,11.279938076509701,0.1141362826202152
60823,4146,0.9575,1219,64729,0.3304,0.5438,19500,Private Nonprofit,1,11.01572328589452,8.330140460246382,0.2401103076980151,11.002545301735134,0.01317798415939871
60126,4841,0.6038,1160,66962,0.3244,0.6307,20475,Private Nonprofit,1,11.004197639286383,8.485083137498004,-0.1576962957797958,11.030006940040456,-0.02580930075406071
83759,6531,0.7215,1242,72215,0.1617,0.757,21500,Private Nonprofit,1,11.33569890660018,8.784468454090355,0.3951874582063143,11.155517347083272,0.18018155951691864
59908,838,0.7859,950,59900,0.3265,0.6376,24000,Private Nonprofit,1,11.000565331112286,6.732210706467206,-1.5736181047686142,10.890841659679861,0.10972367143243675
90779,2146,0.2925,1415,87840,0.1377,0.8377,21000,Private Nonprofit,1,11.416183260307571,7.671826797878781,1.5616373294209125,11.308515945800824,0.10766731450676105
73897,3067,0.1649,1501,89020,0.1419,0.9264,13824,Private Nonprofit,1,11.210427510713089,8.028781162487148,2.141491022625857,11.333987460984348,-0.12355995027124762
59115,3511,0.8701,1110,24877,0.3515,0.5176,17002,Public,1,10.987239978297216,8.163940954755008,-0.49482053601522874,10.877988851792368,0.10925112650486052
100533,6758,0.0387,1534,88300,0.2039,0.9574,11648,Private Nonprofit,1,11.518241310792463,8.818630229100354,2.3639930211812428,11.345814570343595,0.17242674044888148
49307,4398,0.4658,940,27939,0.4853,0.391,17500,Public,2,10.805821337781078,8.389132521348719,-1.641042952815701,10.780823248257132,0.024998089523956907
72950,19071,0.706,1292,30952,0.1612,0.8055,21000,Public,2,11.197529553950933,9.855976569865076,0.7323116984417473,11.154484674222966,0.04304487972797993
77370,7266,0.6196,1381,76058,0.1388,0.7549,19500,Private Nonprofit,2,11.2563543875435,8.891098830616636,1.332392846060818,11.2317993535161,0.024555034027410945
43101,812,0.5806,868,40374,0.5789,0.4726,12750,Private Nonprofit,2,10.67130147767883,6.70073110954781,-2.1265018587547244,10.629060583767187,0.04224089391165488
90873,11182,0.4709,1433,83856,0.1582,0.8398,19500,Private Nonprofit,2,11.41721820634054,9.322150047028188,1.6830020559056682,11.31081918638247,0.10639901995807911
103494,7569,0.1291,1487,88741,0.1012,0.9481,13500,Private Nonprofit,2,11.547268918992684,8.931948346431495,2.047096235359936,11.357044397668478,0.19022452132422005
63066,10108,0.4134,1213,54630,0.4,0.6996,19200,Private Nonprofit,2,11.05193707605141,9.221181395154058,0.1996553988697631,11.026405379766734,0.02553169628468637
38518,2732,0.8824,880,29764,0.783,0.3052,22500,Private Nonprofit,5,10.558880943484157,7.913155185928068,-2.0455920410982205,10.592518360425432,-0.033637416941262335
49006,2859,0.7347,1134,67880,0.2341,0.5206,10413,Private Nonprofit,5,10.799698018576091,7.958576903813898,-0.33300090070222094,10.93262424713502,-0.13292622855891748
58308,59146,0.4011,1269,23133,0.3234,0.7801,15000,Public,5,10.973494584193904,10.987781149608049,0.5772345479334481,11.071719166428212,-0.09822458223429505
51819,1888,0.758,1250,68944,0.2085,0.6592,19500,Private Nonprofit,5,10.855512156361394,7.543802867501509,0.4491273366439835,11.078522336677743,-0.22301018031633688
84131,7860,0.6481,1257,64632,0.1478,0.6655,14250,Private Nonprofit,5,11.340130386840556,8.969669103793757,0.4963247302769442,11.079454080597895,0.26067630624267496
44349,7582,0.2056,1107,23970,0.5431,0.5335,17855,Public,5,10.6998454395692,8.933664178700935,-0.5150479904293548,10.888701109455697,-0.18885566988648536
56746,23757,0.6613,1127,21522,0.3392,0.6257,12500,Public,5,10.946340448277995,10.075674594849485,-0.38019829433518154,10.916128803406355,0.030211644871652753
49483,2391,0.8076,1084,45744,0.2907,0.5598,15000,Private Nonprofit,5,10.809384455226269,7.779885115070522,-0.6701251409376539,10.855963868436346,-0.04657941321006487
43445,588,0.6966,1108,34870,0.2314,0.5404,10000,Private Nonprofit,5,10.679251049273306,6.3784261836515865,-0.508305505624646,10.786207561790741,-0.10695651251742488
43137,3404,0.577,1225,62440,0.2111,0.6354,14049,Private Nonprofit,5,10.672136376495851,8.133000218583613,0.28056521652626704,11.023140013953112,-0.35100363745724655
60249,39508,0.5466,1163,21462,0.4137,0.7443,14246,Public,5,11.006241253704788,10.584283773037043,-0.1374688413656698,10.967795048074416,0.03844620563038353
55294,2656,0.6442,1252,60768,0.281,0.7055,19500,Private Nonprofit,5,10.920419682528133,7.884952945759814,0.4626123062534009,11.057971271377179,-0.1375515888490345
61675,32212,0.2422,1361,25720,0.2297,0.8561,16100,Public,5,11.029633941397558,10.380125376764877,1.197543149966645,11.165162072572898,-0.13552813117532816
71588,35629,0.242,1403,22523,0.2166,0.9112,14000,Public,5,11.1786827411373,10.48094325859988,1.4807275117644083,11.176116113143058,0.002566627994253825
68010,2930,0.5694,1205,63969,0.3073,0.5065,12803,Private Nonprofit,5,11.127410032169683,7.983098940710892,0.14571552043209388,10.95913404123807,0.16827599093162507
75328,12913,0.189,1415,86078,0.1486,0.8368,15250,Private Nonprofit,5,11.229607190619948,9.466067273186413,1.5616373294209125,11.299720319780139,-0.07011312916017909
56343,13359,0.5324,1153,20983,0.3075,0.6921,11750,Public,5,10.939213288149046,9.500020447090638,-0.2048936894127564,10.938351142096288,8.621460527699643e-4
59209,7240,0.7321,1157,56692,0.3581,0.6334,16985,Private Nonprofit,5,10.988828836344188,8.88751459738882,-0.17792375019392176,10.964336571116315,0.024492265227884624
49232,2603,0.8199,1075,53827,0.2296,0.5534,13816,Private Nonprofit,5,10.804299097561824,7.86480400332846,-0.7308075041800318,10.883788463464748,-0.07948936590291406
58295,2631,0.4754,1271,76108,0.2285,0.7505,21385,Private Nonprofit,5,10.973271605367392,7.875499292445208,0.5907195175428653,11.160402211075397,-0.18713060570798984
57743,37207,0.4319,1227,22859,0.2936,0.7676,14976,Public,5,10.963757408916043,10.524279070903932,0.2940501861356844,11.044867724516884,-0.08111031560082856
51642,2297,0.716,1176,72533,0.3721,0.6229,15000,Private Nonprofit,5,10.852090573877527,7.739794458408701,-0.04981653890445724,10.98535769702295,-0.13326712314540953
37275,386,0.5328,907,26995,0.5013,0.3418,11500,Private Nonprofit,5,10.52607813963294,5.958424693029782,-1.8635449513710869,10.574384450846319,-0.048306311213366586
46086,756,0.4281,932,41044,0.5088,0.4213,13000,Private Nonprofit,5,10.738264495226735,6.6293632534374485,-1.69498283125337,10.675408025689217,0.06285646953752928
49137,9330,0.5824,1138,19947,0.3309,0.588,13000,Public,5,10.802367594150487,9.141097469234024,-0.3060309614833863,10.900335486819394,-0.0979678926688936
34996,3208,0.7572,990,13956,0.3474,0.3615,8750,Public,5,10.462989048226156,8.073714641109857,-1.3039187125802678,10.702151941418402,-0.2391628931922329
56274,836,0.6215,1260,63283,0.3853,0.7068,17750,Private Nonprofit,5,10.937987895736994,6.729824070489475,0.5165521846910701,11.0135800942705,-0.07559219853349344
53800,2245,0.64,1220,56697,0.2677,0.6949,18900,Private Nonprofit,5,10.893028746149875,7.716906135298388,0.24685279250272377,11.023409502784215,-0.13038075663432663
54003,1029,0.8778,1079,46010,0.4586,0.3291,18425,Private Nonprofit,5,10.896794879558817,6.937314081223682,-0.7038375649611972,10.772448589966961,0.12434628959186889
39318,2979,0.9813,1000,21924,0.4047,0.2559,8250,Public,5,10.579437708267552,7.999678579499451,-1.236493864533181,10.681267818855176,-0.1018301105876122
49179,4348,0.6845,958,17415,0.5217,0.3986,16750,Public,5,10.803221982094566,8.37770121259764,-1.519678226330945,10.730824312017326,0.07239767007725119
44544,5625,0.9912,977,21676,0.4464,0.4176,15000,Public,5,10.704232743694092,8.635153989049803,-1.3915710150414804,10.751324335335521,-0.04709159164141797
50412,939,0.8651,1294,57467,0.1905,0.7149,19000,Private Nonprofit,5,10.827984520957385,6.84587987526405,0.7457966680511645,11.05474238389884,-0.22675786294144465
80137,7298,0.1065,1520,83622,0.1821,0.9109,16750,Private Nonprofit,5,11.291492948999805,8.895492631451633,2.2695982339153216,11.35240918852229,-0.060916239522473395
36666,2684,0.6587,994,19879,0.7332,0.4111,19000,Public,5,10.50960517412297,7.895436006942965,-1.2769487733614333,10.717475900989829,-0.20787072686684274
102772,18785,0.1407,1480,28167,0.139,0.9402,20000,Public,5,11.540268221361936,9.84086719055446,1.9998988417269752,11.289324818559798,0.25094340280215005
48757,2424,0.7517,978,20484,0.4344,0.4064,11000,Public,5,10.794604055861562,7.793586803371584,-1.3848285302367718,10.717676629344883,0.0769274265166897
58140,5947,0.7823,1163,30258,0.1757,0.6361,16018,Public,5,10.970609174112868,8.690810307580046,-0.1374688413656698,10.993149786093623,-0.022540611980743797
53236,21790,0.8789,1053,24430,0.3625,0.549,15250,Public,5,10.882490138206446,9.989252319496922,-0.8791421698836224,10.875567086234394,0.006923051972062353
47384,26623,0.5544,1076,28241,0.5075,0.5306,11750,Public,5,10.7660398979568,10.189568343620936,-0.7240650193753232,10.858666151749484,-0.09262625379267275
68726,32137,0.377,1397,27993,0.1675,0.8969,16666,Public,5,11.137882863673312,10.377794409601698,1.4402726029361566,11.20885367756759,-0.07097081389426532
37871,2544,0.859,1023,14771,0.4843,0.2043,8750,Public,5,10.541940926673426,7.841885928984623,-1.081416714024882,10.646675035143806,-0.10473410847036635
47397,893,0.9303,1030,41295,0.3998,0.3793,9500,Private Nonprofit,5,10.76631421454096,6.795705775173514,-1.0342193203919214,10.690770157913418,0.07554405662755542
58354,4500,0.6889,1271,58204,0.3543,0.6962,17655,Private Nonprofit,5,10.974283187207462,8.412054873292933,0.5907195175428653,11.034494115104799,-0.06021092789732478
52889,2844,0.4396,1090,51433,0.4467,0.5944,18500,Private Nonprofit,5,10.875950656715467,7.953318346560431,-0.629670232109402,10.895742900233225,-0.019792243517745993
55232,1352,0.8845,1227,60581,0.3596,0.541,14750,Private Nonprofit,5,10.9192977744431,7.210079628170788,0.2940501861356844,10.93538671389605,-0.016088939452936057
49130,1117,0.9328,1129,46801,0.4235,0.4741,18108,Private Nonprofit,5,10.802225125162694,7.0192966537150445,-0.36671332472576423,10.832767589816035,-0.030542464653327703
45954,15243,0.8298,1173,63627,0.1882,0.6941,15500,Private Nonprofit,5,10.735396175137648,9.63194126199375,-0.07004399331858323,11.044739631884438,-0.3093434567467769
44604,1028,0.9646,1115,35726,0.3752,0.3769,12500,Private Nonprofit,5,10.705578820085252,6.9363427358340495,-0.46110811199168544,10.739049479549099,-0.03347065946383373
59993,3414,0.2487,1220,50952,0.2783,0.7846,21750,Private Nonprofit,5,11.001983167731488,8.13593277200489,0.24685279250272377,11.06904568241907,-0.06706251468756905
49716,998,0.383,1072,23079,0.5535,0.2754,15000,Private Nonprofit,5,10.8140820918654,6.906754778648554,-0.7510349585941578,10.663298888769077,0.1507832030963366
36630,875,0.6596,1130,37561,0.1611,0.4366,11067,Private Nonprofit,5,10.50862285577286,6.775366090936392,-0.35997083992105555,10.817047607281468,-0.3084247515085964
49361,6622,0.7229,1013,20801,0.5228,0.4236,13750,Public,5,10.806915917693338,8.798303718484979,-1.1488415620719687,10.757774139140542,0.04914177855280575
44317,400,0.591,1075,40721,0.4579,0.4452,15000,Private Nonprofit,5,10.69912362959944,5.993961427306569,-0.7308075041800318,10.751138180042856,-0.05201455044340592
49587,7520,0.5161,1032,21981,0.404,0.4349,15000,Public,5,10.811483981585464,8.925454386826402,-1.0207343507825042,10.822315242052838,-0.010831260467359865
52343,1672,0.9143,1060,45798,0.4133,0.554,17932,Private Nonprofit,8,10.865573491980715,7.422373700986824,-0.8319447762506618,10.82325779509806,0.0423156968826672
47856,2160,0.6063,1028,21173,0.4039,0.4837,12500,Public,8,10.775951780869727,7.678326356506886,-1.047704290001339,10.782238037119164,-0.006286256249425062
57624,15029,0.866,1102,26433,0.2623,0.6429,13099,Public,8,10.9616944265692,9.61780348274702,-0.548760414452898,10.926309989776133,0.03538443679307646
59593,2392,0.8587,1111,50674,0.2145,0.3489,12000,Private Nonprofit,8,10.99529339649126,7.780303087908373,-0.4880780512105201,10.835594515072835,0.15969888141843658
52075,2519,0.9534,985,18410,0.3206,0.4955,11848,Public,8,10.860440266129173,7.832014180505469,-1.3376311366038112,10.754445715718687,0.10599455041049925
33140,93,0.9048,1040,23301,0.4854,0.3158,12749,Private Nonprofit,7,10.408496290980557,4.543294782270004,-0.966794472344835,10.584987366727816,-0.17649107574724665
54670,7747,0.7553,1116,23738,0.2348,0.5728,15784,Public,7,10.909070391889044,8.955190024526887,-0.4543656271869768,10.927925490923094,-0.01885509903403855
48473,1041,0.491,1180,50542,0.2517,0.6254,17000,Private Nonprofit,7,10.788762220879091,6.948897222313312,-0.0228465996856226,10.954241961260987,-0.16547974038188373
51719,1024,0.6474,1130,55163,0.2976,0.7076,16826,Private Nonprofit,7,10.853580497818747,6.932447891572509,-0.35997083992105555,10.942397225017643,-0.08881672719888334
53406,44397,0.9575,1118,15246,0.243,0.5548,8750,Private Nonprofit,7,10.885678378186986,10.700949702360711,-0.44088065757755945,10.785721304639603,0.0999570735473949
62971,2490,0.6268,1165,63553,0.24,0.7286,26000,Private Nonprofit,3,11.050429581934749,7.820439515262181,-0.1239838717562525,11.085079582652535,-0.03465000071777372
58709,3974,0.8085,1076,40625,0.4495,0.6032,15500,Private Nonprofit,3,10.980348316039723,8.287780027088433,-0.7240650193753232,10.820748559173524,0.15959975686621142
91885,7569,0.0448,1554,90360,0.1526,0.9585,13368,Private Nonprofit,3,11.428293074129524,8.931948346431495,2.4988427172754157,11.387671248928227,0.040621825201309365
68751,14090,0.7589,1262,63052,0.3178,0.678,19383,Private Nonprofit,3,11.13824656087758,9.553291574695104,0.5300371543004875,11.080548870203343,0.057697690674247584
51989,4188,0.6535,1000,26996,0.2941,0.4736,15722,Public,3,10.85878743672461,8.340217320947035,-1.236493864533181,10.843616402305512,0.015171034419109341
61462,3006,0.7364,1151,54679,0.3681,0.7,15000,Private Nonprofit,3,11.026174376645413,8.008698182988528,-0.21837865902217377,10.935792727791643,0.0903816488537842
46827,955,0.975,1038,45091,0.3889,0.3982,15000,Private Nonprofit,3,10.754215238626523,6.862757913051401,-0.9802794419542522,10.750203993575088,0.00401124505144831
68740,22170,0.7735,1250,27521,0.4893,0.6162,13657,Public,3,11.138086550403823,10.00654040759221,0.4491273366439835,10.957655141048285,0.18043140935555307
81054,36258,0.4237,1440,33642,0.2341,0.8513,16500,Public,3,11.302870878197735,10.498442905329538,1.7301994495386288,11.221481474349257,0.08138940384849164
70871,1582,0.3931,1275,70700,0.2633,0.747,23221,Private Nonprofit,3,11.168616602047631,7.367077059881012,0.6176894567617001,11.143290597029685,0.02532600501795779
52575,930,0.7819,1064,48955,0.3839,0.6382,14746,Private Nonprofit,3,10.8699960005709,6.836259277277067,-0.804974837031827,10.833593242421278,0.036402758149635485
82592,2833,0.5493,1311,68164,0.3001,0.7521,20687,Private Nonprofit,3,11.32166810251834,7.949444420250626,0.8604189097312117,11.129560555234052,0.19210754728429977
62117,19057,0.8815,1113,34309,0.3207,0.6454,15750,Public,3,11.036774982471208,9.855242239908131,-0.4745930816011027,10.966322371162036,0.07045261130918179
