earnings,enrollment,admission_rate,sat_avg,avg_cost,pell_pct,completion_rate,median_debt,CONTROL,REGION,log_earnings,log_enrollment,sat_scaled
59637,6817,0.7218,1204,25320,0.2639,0.5546,14835,Public,4,10.99603146580263,8.827321452697849,0.13897303562738522
82957,5521,0.7255,1317,29231,0.2279,0.6437,19000,Public,4,11.32607768024376,8.6164953924901,0.9008738185594637
53037,5024,0.6267,1199,31199,0.1835,0.5664,16500,Public,4,10.878745062174133,8.522180732927277,0.10526061160384192
56280,2513,0.8377,1320,25115,0.1654,0.6853,16679,Public,4,10.938094511228323,7.829630389150193,0.9211012729735897
47885,4378,0.8609,1119,24945,0.2727,0.5423,14927,Public,4,10.77655758195572,8.384575666801398,-0.43413817277285083
67102,1580,0.6959,1120,59898,0.2008,0.7456,12500,Private Nonprofit,4,11.11396912877489,7.365812837209472,-0.42739568796814215
70783,7267,0.7504,1317,71932,0.1689,0.7953,19500,Private Nonprofit,4,11.16737413785572,8.891236429516061,0.9008738185594637
137047,337,0.8984,1131,54802,0.3127,0.6168,14000,Private Nonprofit,4,11.828079211670111,5.823045895483019,-0.3532283551163469
43112,1341,0.6839,1088,40301,0.3627,0.5532,14000,Private Nonprofit,4,10.671556659613332,7.201916317531627,-0.6431552017188192
44030,6373,0.7352,950,25177,0.304,0.5793,14750,Public,4,10.6926264987498,8.759982494977281,-1.5736181047686142
49827,13313,0.9053,1122,25048,0.2201,0.5791,16200,Public,4,10.81631228476711,9.496571392160648,-0.41391071835872484
86182,7857,0.1206,1530,88488,0.1775,0.9426,15000,Private Nonprofit,4,11.364216618141205,8.969287400118406,2.3370230819624083
50876,2304,0.8623,1102,51188,0.2882,0.6439,18500,Private Nonprofit,4,10.837146578571376,7.742835955430749,-0.548760414452898
52199,638,0.792,1118,51532,0.3828,0.5549,19463,Private Nonprofit,4,10.862818616599109,6.459904454377535,-0.44088065757755945
59268,924,0.3836,1095,35785,0.3157,0.6766,19250,Private Nonprofit,4,10.989824810328626,6.829793737512425,-0.5959578080858586
61772,1092,0.7093,1200,55626,0.2024,0.6929,21000,Private Nonprofit,7,11.031205466342891,6.996681488176539,0.11200309640855058
48296,528,0.5028,980,43477,0.3292,0.2794,12500,Private Nonprofit,7,10.785104020476265,6.270988431858299,-1.3713435606273545
54329,1480,0.9105,1126,22786,0.2376,0.5824,9847,Public,7,10.902813433338997,7.300472814267799,-0.3869407791398902
53263,14451,0.8214,1183,25905,0.1639,0.5708,13748,Public,7,10.882997185231837,9.57858809226753,-0.0026191452714966297
44511,7488,0.9586,1190,23570,0.2803,0.4796,15000,Public,7,10.703491628618904,8.921190556249368,0.044578248361463985
49036,840,0.6961,1083,46093,0.3111,0.4841,12000,Private Nonprofit,7,10.800310001214886,6.734591659972948,-0.6768676257423626
73911,4348,0.7975,1321,63423,0.1152,0.8336,21500,Private Nonprofit,4,11.210616945656284,8.37770121259764,0.9278437577782983
51303,891,0.7165,1320,51422,0.2737,0.4885,15595,Private Nonprofit,4,10.845504508981165,6.79346613258001,0.9211012729735897
50105,4088,0.8949,1118,25808,0.3693,0.5774,13070,Public,4,10.821876082492428,8.316055720364643,-0.44088065757755945
52163,1159,0.6612,1086,55719,0.2806,0.4212,15000,Private Nonprofit,4,10.862128710284017,7.05617528410041,-0.6566401713282366
53909,11488,0.8698,1120,21120,0.3465,0.4708,12750,Public,4,10.895052718839429,9.349145334853365,-0.42739568796814215
56405,1453,0.7982,1189,53569,0.3357,0.6612,17500,Private Nonprofit,4,10.94031308603902,7.282073658093465,0.037835763556755324
56887,19178,0.8749,1191,26697,0.2277,0.6697,14750,Public,4,10.94882212300919,9.861571209434835,0.051320733166172645
54338,445,0.4465,1150,35971,0.388,0.605,17500,Private Nonprofit,4,10.902979077003044,6.100318952020064,-0.2251211438268824
44130,428,0.5188,1022,34268,0.4018,0.5221,14250,Private Nonprofit,4,10.694895102263592,6.061456918928017,-1.0881591988295907
55037,24622,0.9617,1094,19638,0.401,0.5051,12500,Public,8,10.915760965307776,10.111436244467797,-0.6027002928905673
60614,15599,0.7371,1132,25786,0.2289,0.61240000000000006,13000,Public,8,11.012281168477989,9.655026193237628,-0.34648587031163824
97434,4541,0.054,1534,87793,0.1435,0.9554,15157,Private Nonprofit,1,11.486930504693143,8.421122722665503,2.3639930211812428
53353,992,0.9347,1175,64185,0.293,0.5351,19500,Private Nonprofit,1,10.884685487576284,6.900730664045173,-0.056559023709165906
66479,11261,0.8816,1218,35537,0.1813,0.7607,22498,Public,1,11.104641387298264,9.329189505814565,0.23336782289330643
66479,443,0.8087,1100,20020,0.2882,0.5,22498,Public,1,11.104641387298264,6.095824562432225,-0.5622453840623154
52248,1231,0.8259,1070,53499,0.2831,0.5167,21000,Private Nonprofit,1,10.863756891582494,7.116394144093465,-0.7645199282035752
73371,2087,0.7805,1201,67213,0.1135,0.8003,26987,Private Nonprofit,1,11.20328404116402,7.643961949002529,0.11874558121325923
53843,1575,0.7134,1260,54073,0.4862,0.5749,18500,Private Nonprofit,2,10.89382768342006,7.362645270417825,0.5165521846910701
63646,1533,0.6783,1227,65301,0.2894,0.7048,21000,Private Nonprofit,2,11.06109175833445,7.335633981927201,0.2940501861356844
59988,15841,0.7766,1212,35842,0.3306,0.6736,16750,Public,2,11.00189982120157,9.670419920024225,0.19291291406505448
57237,11433,0.759,1040,26949,0.4793,0.4657,17199,Public,2,10.95495582139542,9.344346651823916,-0.966794472344835
67991,3684,0.8902,1223,62904,0.3045,0.719,23250,Private Nonprofit,2,11.127130622457644,8.212025804623437,0.26708024691684973
61415,18376,0.8789,1070,28305,0.4699,0.6466,17500,Public,2,11.025409383973194,9.818855161695424,-0.7645199282035752
84276,9019,0.6507,1337,32859,0.3956,0.7276,17500,Public,2,11.34185240594702,9.10719961305667,1.035723514653637
110066,5709,0.0462,1553,84040,0.1924,0.9761,10000,Private Nonprofit,2,11.60883546484652,8.649974302650056,2.4921002324707073
67541,4898,0.7064,1211,29483,0.2823,0.6981,15000,Public,2,11.120490099870816,8.496786381638575,0.18617042926034583
62208,3106,0.7864,1227,55967,0.3473,0.6133,20500,Private Nonprofit,2,11.03823888782011,8.041412909393047,0.2940501861356844
74479,3753,0.6629,1178,35178,0.4771,0.6667,19000,Public,2,11.218272485437613,8.230577217146454,-0.036331569295039924
74479,37751,0.5815,1410,36993,0.279,0.8363,19000,Public,2,11.218272485437613,10.538793733406225,1.527924905397369
70196,6036,0.7326,1322,68263,0.3249,0.6949,17886,Private Nonprofit,2,11.159046608333496,8.705662478796427,0.934586242583007
108772,4222,0.4758,1446,79790,0.2043,0.8688,23250,Private Nonprofit,2,11.597009227341852,8.348301054933943,1.7706543583668808
57602,7537,0.8894,1139,35139,0.4228,0.6854,16380,Public,2,10.961312568303402,8.92771217382708,-0.29928847667867764
73323,7105,0.6229,1246,38860,0.2097,0.8585,21500,Public,2,11.202629617646862,8.868694776580972,0.4221573974251489
38550,3357,0.9166,964,18940,0.3571,0.4509,11000,Public,6,10.559711378991476,8.119100837637486,-1.479223317502693
76489,995,0.4449,1207,24967,0.295,0.5705,11057,Public,6,11.24490221862606,6.903747257584598,0.15920049004151118
44792,17244,0.9518,1038,21259,0.3873,0.5469,13698,Public,6,10.70978483102873,9.75527752537094,-0.9802794419542522
39067,11946,0.8897,1011,23274,0.3849,0.5517,10250,Public,6,10.573033399843746,9.388235479817224,-1.162326531681386
75482,5276,0.6591,1219,63189,0.3103,0.6715,20500,Private Nonprofit,2,11.231649496216766,8.571113033405668,0.2401103076980151
131426,481,0.5269,1252,54899,0.2888,0.6754,25000,Private Nonprofit,2,11.786199234561115,6.1779441140506,0.4626123062534009
54897,1423,0.7384,1279,57445,0.3854,0.5698,17751,Private Nonprofit,2,10.913213981195796,7.261225091971921,0.6446593959805347
46543,2414,0.5212,1380,84553,0.1667,0.6756,19000,Private Nonprofit,2,10.748131895457767,7.789454566086673,1.3256503612561092
80516,3264,0.0884,1520,89538,0.1586,0.9302,15750,Private Nonprofit,2,11.296211201420922,8.09101504171053,2.2695982339153216
89696,2196,0.7736,1304,79022,0.2157,0.7491,21714,Private Nonprofit,2,11.404181453964515,7.69484807238461,0.8132215160982511
85139,3180,0.1388,1508,87070,0.1252,0.9117,13000,Private Nonprofit,2,11.352040493952584,8.064950891749143,2.1886884162588176
102491,8973,0.0399,1553,89472,0.2271,0.961,18750,Private Nonprofit,2,11.537530268827478,9.102086786535928,2.4921002324707073
83847,842,0.2071,1410,64190,0.2786,0.8111,12375,Private Nonprofit,2,11.336748988435987,6.736966958001855,1.527924905397369
104043,15995,0.0876,1535,88140,0.1841,0.9538,13000,Private Nonprofit,2,11.552559554210305,9.680093969966707,2.3707355059859516
47475,3011,0.9115,1060,58790,0.2894,0.6292,12000,Private Nonprofit,2,10.767958535680489,8.010359588919783,-0.8319447762506618
75971,16154,0.4752,1280,14170,0.5688,0.7212,10000,Public,2,11.238106967501327,9.6899848782586009,0.6514018807852433
60752,10543,0.5836,1140,14151,0.5702,0.5386,9218,Public,2,11.014555282471584,9.263312256742289,-0.29254599187396896
53501,9657,0.9234,1040,14795,0.4959,0.3393,8846,Public,2,10.887455624298198,9.175541866433488,-0.966794472344835
66039,12505,0.6002,1260,14403,0.6054,0.5682,9775,Public,2,11.098000755581442,9.433963808127244,0.5165521846910701
63163,16289,0.538,1280,13905,0.5589,0.5686,8812,Public,2,11.053473965658284,9.69830670159609,0.6514018807852433
56195,11590,0.5711,1080,14212,0.5979,0.5583,9250,Public,2,10.936583063952368,9.357984213888743,-0.6970950801564886
58013,10696,0.5658,970,14121,0.5994,0.5128,8500,Public,2,10.968422402344435,9.27771860730613,-1.438768408674441
46498,3233,0.8605,920,14771,0.5632,0.1977,7400,Public,2,10.74716457989777,8.081475040137052,-1.775892648909874
49365,13580,0.8029,1010,14110,0.5507,0.2147,7000,Public,2,10.80699695004555,9.516427036104067,-1.1690690164860946
62763,12550,0.6435,1120,14367,0.4717,0.5325,8580,Public,2,11.047121006851755,9.437555622660446,-0.42739568796814215
56945,4345,0.641,880,14330,0.4008,0.3225,7500,Public,2,10.949841168708453,8.377011160816375,-2.0455920410982205
66942,1258,0.8137,1130,48539,0.3918,0.67490000000000006,19750,Private Nonprofit,2,11.111581851821237,7.138073034044347,-0.35997083992105555
57550,708,0.7696,1314,52449,0.3791,0.6471,20230,Private Nonprofit,2,10.960409414150028,6.5638555265321274,0.8806463641453377
85569,10512,0.5931,1418,82762,0.2142,0.8191,20500,Private Nonprofit,2,11.357078347005144,9.26036786557583,1.5818647838350384
78411,2030,0.1362,1506,84230,0.1772,0.9063,15015,Private Nonprofit,2,11.269719502618964,7.616283561580385,2.1752034466494004
61107,1087,0.696,1200,68614,0.3561,0.5332,17500,Private Nonprofit,2,11.02038170488225,6.992096427415888,0.11200309640855058
68831,1786,0.6399,1319,82602,0.2509,0.7725,24250,Private Nonprofit,2,11.13940950383547,7.488293515159428,0.914358788168881
69039,6488,0.6808,1319,70624,0.2527,0.6854,18518,Private Nonprofit,2,11.142426841295515,8.77786371462117,0.914358788168881
46721,753,0.8866,1284,31143,0.285,0.6522,20313,Private Nonprofit,2,10.751949021382632,6.625392368007956,0.6783718200040779
73595,2951,0.8694,1217,60247,0.2827,0.56,19500,Private Nonprofit,2,11.206332367626686,7.990238185720363,0.22662533808859778
63548,4242,0.6901,1312,68699,0.1905,0.7623,19500,Private Nonprofit,2,11.059550804839914,8.353025845202325,0.8671613945359204
92751,172,0.4861,1500,85945,0.0407,0.9032,14976,Private Nonprofit,2,11.43767376208272,5.153291594497779,2.134748537821148
58956,1187,0.959,1035,53064,0.3771,0.5087,17500,Private For-Profit,2,10.98454668195665,7.080026499922591,-1.0005068963683783
62731,2439,0.8298,1255,53183,0.3098,0.7313,18435,Private Nonprofit,2,11.046611022299611,7.799753318287247,0.4828397606675268
59950,5520,0.8616,1224,55424,0.1714,0.5707,19500,Private Nonprofit,2,11.00126616045566,8.616314282284044,0.2738227317215584
86316,2744,0.7894,1270,64348,0.36,0.6371,21500,Private Nonprofit,2,11.365770259655356,7.917536353943631,0.5839770327381567
77819,5182,0.5651,1295,67574,0.1445,0.796,21500,Private Nonprofit,2,11.262140896288928,8.553139318189707,0.7525391528558733
49131,1577,0.8261,1214,65767,0.284,0.4904,19250,Private Nonprofit,2,10.802245479117977,7.363913501405819,0.20639788367447182
77789,3162,0.8174,1187,50720,0.3366,0.6993,24250,Private Nonprofit,2,11.261755311995426,8.059276223305648,0.024350793947338006
67705,1148,0.8888,1150,55014,0.2225,0.6546,22250,Private Nonprofit,2,11.122915311416923,7.046647277848756,-0.2251211438268824
65756,2692,0.8511,1090,54170,0.4621,0.5683,18500,Private Nonprofit,2,11.0937062006294,7.898411092811599,-0.629670232109402
56458,1873,0.7472,1216,58254,0.2626,0.7279,22500,Private Nonprofit,2,10.941252277871524,7.535830462798367,0.21988285328388912
82509,28663,0.0923,1520,84374,0.1788,0.8757,18500,Private Nonprofit,2,11.320662657281884,10.26339725898479,2.2695982339153216
56196,2653,0.8737,1168,51632,0.2719,0.7451,20312,Private Nonprofit,2,10.93660085897154,7.883823214892152,-0.10375641734212653
70080,3440,0.8102,1311,56976,0.451,0.5877,17000,Private Nonprofit,2,11.157392725610274,8.14351740579748,0.8604189097312117
70378,7665,0.7592,1266,69550,0.2725,0.6003,17750,Private Nonprofit,2,11.161635993307836,8.9445502459405,0.5570070935193221
54295,3910,0.7325,1290,80049,0.1886,0.7354,20500,Private Nonprofit,2,10.902187420651002,8.271548374755515,0.7188267288323299
102051,5714,0.6347,1456,82404,0.1992,0.8362,21995,Private Nonprofit,2,11.53322796730806,8.65084957622891,1.8380792064139673
55031,1149,0.7063,1170,52919,0.3542,0.6667,19000,Private Nonprofit,2,10.91565194179493,7.047517221357296,-0.0902714477327092
76571,13215,0.6693,1383,74626,0.2724,0.6989,20872,Private Nonprofit,2,11.245973693967038,9.48918349576076,1.3458778156702351
79042,6331,0.4008,1488,85962,0.1725,0.8543,19000,Private Nonprofit,2,11.277734635745343,8.753371421000903,2.0538387201646446
57214,2012,0.8165,1197,57271,0.2675,0.6673,19500,Private Nonprofit,2,10.954553902664966,7.607381425639791,0.0917756419944246
67258,1918,0.5434,1371,82000,0.2136,0.7906,22670,Private Nonprofit,2,11.116291249496818,7.5595594960077,1.2649679980137314
62909,972,0.9305,1000,53370,0.2162,0.5404,17500,Private Nonprofit,2,11.049444516713686,6.880384082186005,-1.2364938645331813
53603,1530,0.6173,1366,82467,0.1183,0.7133,19500,Private Nonprofit,2,10.889360315641875,7.333676395657684,1.231255573990188
76079,3409,0.6902,1254,64870,0.2449,0.7473,21471,Private Nonprofit,2,11.239527553074003,8.134467570277563,0.4760972758628182
69363,2694,0.2105,1405,85270,0.1275,0.8257,15000,Private Nonprofit,2,11.147108863114212,7.899153483343097,1.4942124813738258
63905,3144,0.7205,1190,41897,0.3399,0.6878,17750,Private Nonprofit,2,11.065152884565816,8.05356916913454,0.044578248361463985
66944,2565,0.664,1214,55201,0.2869,0.7417,19500,Private Nonprofit,2,11.11161172798454,7.850103545175582,0.20639788367447182
69571,9477,0.8343,1244,65527,0.2419,0.6609,19500,Private Nonprofit,2,11.150103092826168,9.156728602527531,0.4086724278157316
50445,3563,0.7568,1094,25385,0.4497,0.5506,12000,Public,2,10.82863891284248,8.1786387885907,-0.6027002928905673
51629,2843,0.8901,1004,26944,0.4901,0.4543,12000,Public,2,10.851838809101965,7.952966790923131,-1.2095239253143466
69781,9552,0.6329,1147,18966,0.3625,0.5278,11000,Public,2,11.15311704539188,9.164610520270008,-0.24534859824100835
43295,1923,0.9154,1130,26833,0.5959,0.2808,12000,Public,2,10.675792433881902,7.562161631225652,-0.35997083992105555
80596,14655,0.3861,1415,30345,0.2812,0.8162,15000,Public,2,11.297204299471655,9.592605086913911,1.5616373294209123
70814,20112,0.7418,1295,30785,0.3313,0.7518,14250,Public,2,11.167812000246808,9.90912165115322,0.7525391528558733
74502,18101,0.4904,1419,30539,0.3944,0.7556,15000,Public,2,11.218581249644895,9.803777708387116,1.588607268639747
64355,1849,0.8135,1201,23741,0.3965,0.5508,12000,Public,2,11.072169910083478,7.52294091807237,0.11874558121325923
54496,5784,0.7068,1193,26046,0.4019,0.5513,15000,Public,2,10.905882583462414,8.663023639627777,0.06480570277558996
52334,5097,0.7295,1070,24279,0.556,0.3331,12500,Public,2,10.8654015344347,8.53660358493606,-0.7645199282035752
54247,2755,0.777,1250,25879,0.3883,0.5021,17500,Public,2,10.90130297033446,7.921535632133549,0.4491273366439835
67316,3869,0.6645,1286,27709,0.2764,0.7145,14836,Public,2,11.117153228832963,8.261009786023827,0.6918567896134953
58073,6086,0.6161,1265,28428,0.319,0.716,15000,Public,2,10.969456118819169,8.713910628493924,0.5502646087146135
60386,4643,0.696,1230,28821,0.3602,0.6881,15000,Public,2,11.008512568976428,8.443331342817782,0.31427764054981033
57566,5473,0.8055,1187,27052,0.3965,0.6036,15750,Public,2,10.96068739462369,8.607764889600624,0.024350793947338006
45092,3197,0.7405,1312,29043,0.3551,0.6277,15194,Public,2,10.716460126164424,8.0702808933939,0.8671613945359204
56403,3769,0.7841,1165,28244,0.4056,0.5851,15000,Public,2,10.940277627560896,8.234830280442056,-0.1239838717562525
95951,1285,0.7241,1214,29786,0.2212,0.6439,15875,Public,2,11.471592923476376,7.1592919047975645,0.20639788367447182
79164,15477,0.4592,1375,84517,0.1707,0.8361,23697,Private Nonprofit,2,11.279276929010871,9.647174939830403,1.291937937232566
53419,4040,0.6083,1348,40500,0.302,0.7239,12500,Private Nonprofit,2,10.885921766908057,8.304247465078474,1.109890847505432
88604,2046,0.4392,1395,84561,0.1436,0.8039,21085,Private Nonprofit,2,11.391932282300951,7.624130585661289,1.426787633326739
90610,962,0.3424,1207,9168,0.0781,0.8238,6500,Public,0,11.414319861216104,6.870053411798126,0.15920049004151118
63277,2278,0.9195,1110,37205,0.3337,0.5624,17538,Private Nonprofit,2,11.055277192973856,7.731492029245684,-0.49482053601522874
71366,2444,0.1857,1494,87419,0.1924,0.9108,17500,Private Nonprofit,2,11.175576844436794,7.801800401908973,2.0942936289928964
46459,3244,0.9264,1320,78051,0.1557,0.7568,22000,Private For-Profit,2,10.746325482201238,8.08487062913819,0.9211012729735897
74360,1651,0.88,1243,65574,0.2385,0.6514,21000,Private Nonprofit,2,11.21667344183538,7.409741954080923,0.4019299430110229
71353,2852,0.5562,1426,70892,0.1344,0.832,14000,Private Nonprofit,2,11.17539466827194,7.9561263512135,1.6358046622727076
51836,19444,0.9014,1214,23169,0.2642,0.7453,15750,Public,5,10.855840167555304,9.875345246589848,0.20639788367447182
47937,1276,0.7465,1099,34788,0.2421,0.4668,14560,Private Nonprofit,5,10.7776429278075,7.152268856032539,-0.568987868867024
36654,178,0.5066,925,41296,0.7282,0.25,17351,Private Nonprofit,5,10.509277841877822,5.187385805840755,-1.7421802248863307
43545,815,0.4216,1060,47288,0.4058,0.4884,11250,Private Nonprofit,5,10.68155016512684,6.704414354964107,-0.8319447762506618
58708,712,0.2338,1150,26375,0.2874,0.7143,11499,Private Nonprofit,5,10.98033128273109,6.569481420414296,-0.2251211438268824
48793,1235,0.7521,1096,49516,0.41,0.4729,13000,Private Nonprofit,5,10.79534213892941,7.119635638017636,-0.58921532328115
81400,1867,0.1337,1469,79475,0.1759,0.9107,16511,Private Nonprofit,5,11.307130551990632,7.532623618788788,1.9257315088751799
97800,6442,0.0571,1548,87072,0.1403,0.9678,12000,Private Nonprofit,5,11.49067985602291,8.770749549138642,2.458387808447164
55146,19896,0.8921,1180,23867,0.318,0.6262,17500,Public,5,10.917739492586165,9.898324245579248,-0.022846599685622606
40026,1975,0.6422,1019,17701,0.5352,0.4351,12656,Public,5,10.59728452193757,7.588829878307813,-1.1083866532437168
74545,6452,0.6635,1208,62266,0.0993,0.8404,18500,Private Nonprofit,5,11.2191582488625,8.77230041793584,0.16594297484621987
40144,5762,0.8215,959,16652,0.566,0.3846,15766,Public,5,10.600228268606203,8.659213451436667,-1.5129357415262363
48039,1856,0.7721,1113,47091,0.3707,0.5539,16453,Private Nonprofit,5,10.779768459990589,7.526717561352706,-0.47459308160110275
47590,1001,0.8,1105,55689,0.4371,0.4581,15448,Private Nonprofit,5,10.770377934115157,6.90975328164481,-0.528532960038772
61389,5129,0.7531,1288,65548,0.1185,0.737,19000,Private Nonprofit,5,11.024985944990938,8.542860938164814,0.7053417592229126
51539,1188,0.7418,1204,57313,0.3591,0.7007,20066,Private Nonprofit,5,10.850094081612228,7.080867896690782,0.13897303562738522
48050,1448,0.7514,1182,55796,0.413,0.4351,12500,Private Nonprofit,5,10.77999741439844,7.278628942320682,-0.00936163007620529
47139,1796,0.7575,1050,38569,0.4471,0.5178,20811,Private Nonprofit,5,10.760855962858242,7.493873886783559,-0.8993696242977484
44440,12182,0.499,1074,20427,0.5231,0.5718,20909,Public,5,10.701895243753569,9.407796816354407,-0.7375499889847404
44030,2910,0.9192,1251,21685,0.3237,0.5448,14138,Public,5,10.6926264987498,7.976251943745623,0.4558698214486922
72200,20752,0.1534,1439,26055,0.2004,0.9117,12989,Public,5,11.187195324880918,9.94044609352166,1.7234569647339202
57289,24453,0.796,1231,23010,0.3394,0.6897,16500,Public,5,10.955863912197044,10.104549080704135,0.321020125354519
48160,14062,0.8851,1193,21373,0.5024,0.5631,16750,Public,5,10.782284079982702,9.551302513870247,0.06480570277558996
42968,6081,0.8696,1050,26556,0.587,0.4165,22000,Public,5,10.668210931585294,8.71308886823731,-0.8993696242977484
38357,945,0.2997,1260,26470,0.2627,0.7778,19500,Public,5,10.554692319474022,6.852242569051878,0.5165521846910701
68758,27371,0.4174,1376,26425,0.1958,0.8476,17320,Public,5,11.13834837239546,10.217275872072388,1.2986804220372745
54967,14922,0.6424,1287,26547,0.2395,0.7059,15178,Public,5,10.914488284142577,9.610658925931467,0.6985992744182039
46643,666,0.9425,1170,49362,0.3425,0.4481,15145,Private Nonprofit,5,10.750278141425756,6.502790045915623,-0.0902714477327092
43407,5330,0.9326,1056,17261,0.5008,0.4354,15500,Public,5,10.67837599740519,8.581294116822761,-0.8589147154694964
57673,1211,0.6208,1206,65742,0.2403,0.6131,19500,Private Nonprofit,5,10.962544405370902,7.10002716662926,0.15245800523680253
38342,132,0.6216,1000,33011,0.3764,0.2075,9500,Private Nonprofit,5,10.554301180079994,4.890349128221754,-1.2364938645331813
44640,423,0.7667,1082,48532,0.552,0.5743,19500,Private Nonprofit,5,10.706385597055192,6.049733455231958,-0.6836101105470712
78158,5485,0.2167,1475,87499,0.1009,0.8915,19500,Private Nonprofit,5,11.266487697852936,8.60995467149755,1.9661864177034318
36260,707,0.7134,1350,56966,0.396,0.42,9500,Private Nonprofit,5,10.49847048430884,6.56244409369372,1.1233758171148496
52649,2668,0.9113,1111,57473,0.4424,0.4635,12000,Private Nonprofit,5,10.87140252402942,7.889459149404524,-0.4880780512105201
45344,4170,0.7826,945,23147,0.6491,0.4668,18447,Public,5,10.722033142490409,8.335911094196945,-1.6073305287921575
49458,10024,0.8183,1157,19992,0.3464,0.6026,15348,Public,5,10.808879103541283,9.21283725217477,-0.17792375019392176
60909,2416,0.753,1159,33672,0.209,0.666,18750,Private Nonprofit,4,11.01713622603035,7.790282380703483,-0.16443878058450445
51759,2062,0.6462,1051,19339,0.2445,0.4505,11980,Public,4,10.854353609049973,7.631916513071252,-0.8926271394930396
62203,9471,0.9496,1150,23716,0.1973,0.6389,16750,Public,4,11.038158509075425,9.156095357123789,-0.2251211438268824
52725,958,0.9907,1041,20468,0.1689,0.5333,11761,Public,4,10.872845005346976,6.8658910748834385,-0.9600519875401262
46600,9052,0.5967,1081,26284,0.291,0.5186,15250,Public,3,10.749355820113736,9.11085147347544,-0.6903525953517798
46600,457,0.8992,1040,15993,0.1249,0.1852,15250,Public,3,10.749355820113736,6.126869184114185,-0.966794472344835
52928,2199,0.764,1120,43434,0.2885,0.6063,20000,Private Nonprofit,3,10.876687778383364,7.696212639346407,-0.42739568796814215
63582,280,0.4588,1020,28979,0.3693,0.5333,13531,Private Nonprofit,3,11.060085690402891,5.638354669333745,-1.1016441684390081
54122,2842,0.757,1194,55606,0.2916,0.6677,24250,Private Nonprofit,3,10.898996036516913,7.952615111651,0.07154818758029863
49547,582,0.6723,976,51862,0.4468,0.5294,19500,Private Nonprofit,3,10.81067699302108,6.368187186350492,-1.398313499846189
47896,12812,0.8096,1117,33007,0.2313,0.6373,17500,Public,3,10.776787272605189,9.458215559509576,-0.44762314238226814
54143,1585,0.7022,1068,57130,0.3389,0.6027,20927,Private Nonprofit,3,10.899383973528195,7.368970402194793,-0.7780048978129924
87989,6437,0.3654,1513,85851,0.1752,0.8717,21488,Private Nonprofit,3,11.384967085647192,8.769973211858753,2.222400840282361
55443,4024,0.6529,1241,49320,0.1522,0.7253,17500,Private Nonprofit,3,10.923110744953863,8.300280189852664,0.3884449734016056
68303,713,0.5894,1090,28094,0.349,0.5571,19500,Private Nonprofit,3,11.131708968459558,6.570882962339584,-0.629670232109402
54810,29882,0.8529,1282,32171,0.1876,0.7496,12000,Public,3,10.911627938040162,10.305045035813276,0.6648868503946607
42509,539,0.6135,1193,64587,0.4223,0.5771,26500,Private Nonprofit,3,10.65747109719941,6.29156913955832,0.06480570277558996
75537,7682,0.6545,1335,65881,0.1581,0.8018,19500,Private Nonprofit,3,11.232377881419048,8.946765374867635,1.0222385450442195
67753,2380,0.1739,1410,81900,0.1255,0.789,21250,Private Nonprofit,3,11.1236240182044,7.7752758464868625,1.527924905397369
62860,2274,0.809,1298,65827,0.2059,0.7855,21500,Private Nonprofit,3,11.04866531035156,7.729735331385051,0.7727666072699991
45388,19320,0.8634,1099,30567,0.2851,0.6372,17500,Public,3,10.72300303191088,9.868947866261385,-0.568987868867024
71830,1732,0.3103,1429,87590,0.0952,0.8234,15000,Private Nonprofit,3,11.182057495068848,7.457609289715606,1.6560321166868335
67492,549,0.7654,1050,32839,0.241,0.6512,19456,Private Nonprofit,3,11.119764351318228,6.309918278226516,-0.8993696242977484
48909,798,0.7586,1081,49754,0.3252,0.4498,20515,Private Nonprofit,3,10.797716707607764,6.683360945766275,-0.6903525953517798
57180,952,0.7931,1088,53709,0.3355,0.6138,12000,Private Nonprofit,3,10.953959465876302,6.859614903654202,-0.6431552017188192
65409,939,0.9322,947,30260,0.3273,0.5581,15084,Private Nonprofit,3,11.088415142656158,6.84587987526405,-1.5938455591827403
55076,16656,0.754,1317,38757,0.1259,0.7979,16000,Public,3,10.916469328564265,9.720585827477109,0.9008738185594637
53217,1995,0.782,1088,49276,0.2782,0.5865,20500,Private Nonprofit,3,10.88213317315705,7.59890045687141,-0.6431552017188192
49555,1358,0.8415,1131,49858,0.3029,0.6811,19565,Private Nonprofit,3,10.810838442840808,7.214504414151143,-0.3532283551163469
51509,1129,0.5912,1183,46719,0.3031,0.5633,18837,Private Nonprofit,3,10.849511828665106,7.029972911706386,-0.0026191452714966297
48440,1376,0.8184,1017,44658,0.3911,0.5637,16750,Private Nonprofit,3,10.78808119766703,7.227662498728654,-1.121871622853134
58343,2887,0.3418,1447,87404,0.0964,0.8089,19500,Private Nonprofit,3,10.97409466479416,7.968319500012717,1.7773968431715894
80928,2489,0.744,1252,53580,0.206,0.7548,24250,Private Nonprofit,3,11.301315149469692,7.820037989458753,0.4626123062534009
60409,45638,0.6057,1387,30305,0.2016,0.8772,14500,Public,3,11.00889337944504,10.728517893131238,1.3728477548890698
52581,19633,0.8499,1212,30586,0.2121,0.6545,15332,Public,3,10.870110116741284,9.885018036252466,0.19291291406505448
53313,2157,0.8453,1220,48321,0.3063,0.6788,20500,Private Nonprofit,3,10.883935482853596,7.67693714581808,0.24685279250272377
