earnings,enrollment,admission_rate,sat_avg,avg_cost,pell_pct,completion_rate,median_debt,CONTROL,REGION,log_earnings,log_enrollment,sat_scaled
99980,8818,0.1127,1520,83271,0.1374,0.9517,19000,Private Nonprofit,3,11.51272544496756,9.08466376388818,2.2695982339153216
101253,2309,0.7686,1427,77890,0.1181,0.7816,21751,Private Nonprofit,3,11.525377614159469,7.745002803515839,1.6425471470774162
55362,1567,0.9597,981,47223,0.4385,0.5497,18750,Private Nonprofit,3,10.921648716806612,7.357556200910353,-1.364601075822646
59354,1458,0.7597,1246,66478,0.2388,0.6933,23199,Private Nonprofit,3,10.991274794565404,7.285506548522785,0.4221573974251489
52198,2025,0.7353,1220,53405,0.1349,0.7381,15500,Private Nonprofit,3,10.862799458960476,7.613818684808629,0.24685279250272377
63191,2083,0.8943,1178,58437,0.2732,0.7037,22133,Private Nonprofit,3,11.053917164931097,7.642044402873258,-0.036331569295039924
69952,866,0.633,1180,65144,0.2367,0.7701,24855,Private Nonprofit,3,11.15556457153621,6.7650389767805414,-0.022846599685622606
49156,1366,0.7761,1120,54222,0.4376,0.6169,17500,Private Nonprofit,4,10.802754193404487,7.220373836723949,-0.42739568796814215
54317,1070,0.8617,1147,37773,0.2228,0.6619,20815,Private Nonprofit,4,10.902592532430562,6.976348070447749,-0.24534859824100835
55396,742,0.7183,1054,55782,0.3673,0.5612,19500,Private Nonprofit,4,10.922262667962608,6.610696044717759,-0.8723996850789136
57125,1164,0.6404,1223,67372,0.3584,0.659,20496,Private Nonprofit,4,10.952997128196506,7.060476365999801,0.26708024691684973
53460,1086,0.799,1234,66249,0.3207,0.6182,21500,Private Nonprofit,4,10.88668898969291,6.99117688712121,0.341247579768645
52559,1597,0.6847,1221,51733,0.2018,0.7014,17500,Private Nonprofit,4,10.869691627102307,7.37650812632622,0.2535952773074324
71901,2543,0.6385,1292,64835,0.2169,0.7403,19500,Private Nonprofit,4,11.18304545181826,7.841492924460013,0.7323116984417473
51190,1440,0.8863,1110,53806,0.3984,0.4008,17070,Private Nonprofit,4,10.843299479451629,7.273092595999522,-0.49482053601522874
42631,224,0.5979,1161,30971,0.4315,0.8298,9350,Private Nonprofit,4,10.660336967143056,5.41610040220442,-0.15095381097508714
40650,405,0.6752,1109,32722,0.3533,0.6753,8750,Private Nonprofit,4,10.612754114975957,6.0063531596017325,-0.5015630208199374
62830,1729,0.1451,1486,83440,0.1786,0.8812,14151,Private Nonprofit,4,11.048187945396991,7.455876687491824,2.040353750555227
63386,25367,0.8866,1204,24018,0.1877,0.7532,18750,Public,4,11.056998295851676,10.141243816218184,0.13897303562738522
64762,22264,0.8362,1200,28596,0.1835,0.7463,18207,Public,4,11.078474290575963,10.010771217755805,0.11200309640855058
59850,1379,0.7154,1218,65461,0.2044,0.7112,22200,Private Nonprofit,4,10.999596710986118,7.22983877815125,0.23336782289330643
62234,867,0.9971,980,34398,0.3392,0.6552,12500,Private Nonprofit,4,11.038656753177118,6.7661917146603505,-1.3713435606273545
55177,7529,0.9274,1122,22278,0.2739,0.6792,16486,Public,4,10.918301478768845,8.92665032079394,-0.41391071835872484
59531,1916,0.7733,1093,51141,0.3155,0.6103,19500,Private Nonprofit,4,10.99425246425933,7.558516743045645,-0.609442777695276
61033,167,0.8,980,27647,0.5,1,13000,Private Nonprofit,4,11.01916998048313,5.123963979403259,-1.3713435606273545
59274,1227,0.8622,1440,61227,0.3456,0.6333,20262,Private Nonprofit,4,10.989926040272527,7.113142108707088,1.7301994495386288
52766,1994,0.9646,1090,34022,0.3179,0.3389,18000,Private Nonprofit,4,10.873622322882394,7.598399329323964,-0.629670232109402
56201,1452,0.7584,1136,64359,0.2212,0.643,19500,Private Nonprofit,4,10.936689829317784,7.281385663570283,-0.31951593109280363
48936,1301,0.5188,984,42874,0.4727,0.3262,12000,Private Nonprofit,4,10.7982686009224,7.171656822768514,-1.3443736214085198
53175,2272,0.9812,1252,52206,0.1878,0.6158,18570,Private Nonprofit,4,10.881343640068438,7.728855823852543,0.4626123062534009
47601,2239,0.9771,1120,21967,0.3449,0.561,14000,Public,4,10.7706090484022,7.714231144849085,-0.42739568796814215
48928,9733,0.9026,1089,19909,0.2278,0.477,14250,Public,4,10.79810510872879,9.1833801903934,-0.6364127169141106
52113,1048,0.5522,1080,50482,0.3021,0.4335,17413,Private Nonprofit,4,10.861169716770034,6.955592608396297,-0.6970950801564886
61945,21217,0.9348,1190,26751,0.2047,0.6881,15500,Public,4,11.03400217354984,9.962605157019215,0.044578248361463985
57262,15142,0.8169,1151,27402,0.2071,0.7108,17294,Public,4,10.95539250643891,9.625293657956655,-0.21837865902217374
48860,146,1,1020,34466,0.4681,0.4429,13000,Private Nonprofit,4,10.79671434481173,4.990432586778736,-1.1016441684390081
52084,872,0.7676,1058,50611,0.3794,0.3392,13833,Private Nonprofit,4,10.86061307884862,6.771935555839602,-0.845429745860079
62972,983,0.788,1048,57355,0.3122,0.5361,12912,Private Nonprofit,4,11.05044546213452,6.891625897052253,-0.9128545939071656
55552,870,0.8296,1000,51856,0.3675,0.279,12500,Private Nonprofit,4,10.925074798020022,6.769641976852503,-1.2364938645331813
50579,4210,0.8942,1050,22099,0.3046,0.5659,14000,Public,4,10.831291749368177,8.345455428161928,-0.8993696242977484
59483,925,0.8663,1029,48728,0.3815,0.4776,14817,Private Nonprofit,4,10.993445836423904,6.8308742346461795,-1.04096180519663
51532,10780,0.9395,1092,21780,0.3055,0.5103,14700,Public,4,10.849958252911415,9.285540604539118,-0.6161852624999846
40573,558,0.7523,1015,31200,0.5829,0.3892,7990,Private Nonprofit,5,10.610858099732315,6.326149473155099,-1.1353565924625513
62069,2161,0.8611,1210,61691,0.3071,0.6436,20000,Private Nonprofit,5,11.03600194843532,7.6787889981991535,0.17942794445563717
43150,1513,0.1934,1249,60718,0.8373,0.5822,3516,Private Nonprofit,5,10.672437696511574,7.322510433997394,0.4423848518392749
66240,1400,0.5436,1352,67787,0.2264,0.8067,25125,Private Nonprofit,5,11.101039789059142,7.244941546337007,1.1368607867242668
45795,12318,0.7761,1149,23735,0.411,0.5004,14929,Public,5,10.731930193837089,9.418898064961974,-0.23186362863159105
52074,1097,0.9106,1138,56886,0.3533,0.4885,13000,Private Nonprofit,5,10.8604210628723,7.001245622069476,-0.3060309614833863
21256,69,1,1080,16603,0.5402,0.6429,5500,Private Nonprofit,5,9.96439448743965,4.248495242049359,-0.6970950801564886
36382,1309,0.9608,870,21727,0.5834,0.319,12250,Public,5,10.501829425822162,7.177782416195197,-2.113016889145307
46747,842,0.716,1044,46203,0.4952,0.468,11000,Private Nonprofit,5,10.752505361534784,6.736966958001855,-0.9398245331260002
59025,24763,0.9294,1215,34391,0.2252,0.7142,16750,Public,5,10.985716361953711,10.117146264639125,0.21314036847918047
42375,429,0.6091,1090,40168,0.4314,0.3667,8510,Private Nonprofit,5,10.65431384468275,6.063785208687608,-0.629670232109402
53899,14727,0.7941,1150,32941,0.306,0.6123,13750,Public,5,10.894867203849286,9.597505722912912,-0.2251211438268824
44246,1262,0.9514,1122,48805,0.3195,0.4069,12470,Private Nonprofit,5,10.697520250869932,7.141245122350491,-0.41391071835872484
44737,6688,0.8568,1133,23485,0.3332,0.6132,15000,Public,5,10.708556178705596,8.808219665118408,-0.3397433855069296
50220,8246,0.6765,1087,19725,0.2523,0.5224,15159,Public,5,10.824168632711576,9.017604776833355,-0.6498976865235279
49438,583,0.9945,977,45530,0.3583,0.5167,20500,Private Nonprofit,5,10.808474638238891,6.369900982828227,-1.3915710150414804
59384,1293,0.9035,1180,49452,0.2305,0.405,14376,Private Nonprofit,5,10.991780108797382,7.165493475060845,-0.022846599685622606
54705,1005,0.8655,1287,60993,0.2625,0.7148,20000,Private Nonprofit,5,10.90971039191089,6.913737350659685,0.6985992744182039
42002,746,0.6315,980,44322,0.527,0.3213,14250,Private Nonprofit,5,10.645472515179373,6.616065185132817,-1.3713435606273545
43889,12155,0.9387,971,24188,0.3048,0.5556,14702,Public,5,10.689418998189405,9.405578154036684,-1.4320259238697324
50330,685,0.5574,1144,60620,0.4484,0.5621,15250,Private Nonprofit,5,10.826356599770406,6.530877627725885,-0.26557605265513434
39196,1063,0.4186,1050,39202,0.6965,0.4328,23048,Private Nonprofit,5,10.576329979755709,6.96979066990159,-0.8993696242977484
41109,4164,0.4486,943,25367,0.7497,0.3616,24500,Public,5,10.623982354614313,8.334471554600944,-1.6208154984015748
42205,5632,0.9208,1022,15550,0.3538,0.3422,10500,Public,5,10.65029397641782,8.636397438894713,-1.0881591988295907
61251,30594,0.7333,1285,34705,0.2655,0.6881,12956,Public,5,11.022735454804309,10.328591875896642,0.6851143048087867
47477,2153,0.5055,1090,19461,0.3862,0.3754,15000,Public,5,10.768000662228644,7.675081857716334,-0.629670232109402
52279,8312,0.864,1191,24280,0.2168,0.6382,15000,Public,5,10.864350039781693,9.025575833531088,0.051320733166172645
46453,5005,0.7827,1087,22810,0.3459,0.4704,13000,Public,5,10.746196327732314,8.518392471991719,-0.6498976865235279
47872,4638,0.7431,1052,23431,0.3912,0.3799,11000,Public,5,10.77628606133415,8.442254104751743,-0.885884654688331
45454,4737,0.908,1090,23481,0.3407,0.538,13156,Public,5,10.724456104533958,8.463370384718731,-0.629670232109402
46769,5022,0.8475,1116,24932,0.3477,0.542,15000,Public,5,10.752975869264068,8.521782643750045,-0.4543656271869768
47021,5519,0.9254,1088,25431,0.3524,0.432,15000,Public,5,10.758349589413635,8.616133139271142,-0.6431552017188192
46482,9514,0.9931,1090,23604,0.3326,0.4541,11077,Public,5,10.746820419859958,9.16062477973025,-0.629670232109402
43371,5519,0.3512,942,26341,0.6814,0.2709,15455,Public,5,10.677546293976553,8.616133139271142,-1.6275579832062834
34042,1055,0.789,944,23905,0.4174,0.1311,19500,Public,5,10.435350335367918,6.962243464266207,-1.6140730135968662
47089,12428,0.8701,1219,24884,0.4151,0.5263,14991,Public,5,10.75979470708092,9.42778773074551,0.2401103076980151
63268,7767,0.1398,1448,87004,0.0976,0.8614,19250,Private Nonprofit,5,11.05513495108338,8.957768009971161,1.784139327976298
52184,2628,0.6904,1080,40434,0.5419,0.4855,14000,Private Nonprofit,5,10.862531213475933,7.874358824729881,-0.6970950801564886
40264,353,0.7017,1370,58266,0.2806,0.6829,17723,Private Nonprofit,1,10.603213048456196,5.869296913133774,1.2582255132090225
69498,1760,0.1332,1468,83532,0.1152,0.8969,12442,Private Nonprofit,1,11.1490532541604,7.473637108496206,1.9189890240704712
82735,1873,0.0713,1520,85100,0.1735,0.9528,12000,Private Nonprofit,1,11.323398007925944,7.535830462798367,2.2695982339153216
80490,2407,0.0709,1501,85420,0.1432,0.8879,15000,Private Nonprofit,1,11.29588823208778,7.786551806428712,2.141491022625857
44433,1140,0.9672,1130,25822,0.3016,0.5154,16722,Public,1,10.70173771559508,7.039660349862076,-0.35997083992105555
89964,942,0.5414,1166,31046,0.2463,0.5818,26812,Public,1,11.407164869291062,6.849066282633458,-0.11724138695154383
59045,964,0.8351,1040,59782,0.2361,0.6574,19576,Private Nonprofit,1,10.98605514403538,6.872128101338986,-0.966794472344835
49958,4222,0.7923,1116,23717,0.2828,0.4035,12887,Public,1,10.81893793141259,8.348301054933943,-0.4543656271869768
61335,1133,0.7874,940,26406,0.4489,0.3816,18972,Public,2,11.024105921466852,7.033506484287697,-1.641042952815701
64249,452,0.4618,980,34309,0.3719,0.2865,22750,Private Nonprofit,2,11.070521438434008,6.115892125483034,-1.3713435606273545
46490,1844,0.4583,975,23748,0.5392,0.2622,15606,Public,2,10.74699251468463,7.520234556474628,-1.4050559846508976
53023,964,0.7771,1248,70544,0.3521,0.5734,17882,Private Nonprofit,2,10.87848106066402,6.872128101338986,0.4356423670345662
87555,5693,0.0644,1553,85947,0.1949,0.9378,9000,Private Nonprofit,2,11.380022446306,8.647168267837984,2.4921002324707073
82652,3869,0.7549,1290,74055,0.2037,0.7919,23882,Private Nonprofit,2,11.322394301383495,8.261009786023827,0.7188267288323299
69960,10701,0.7243,1323,28576,0.3004,0.7001,15750,Public,2,11.155678929132538,9.27818591887125,0.9413287273877157
82860,30760,0.4479,1473,29299,0.1939,0.8859,17000,Public,2,11.324907715631392,10.334002932844076,1.9527014480940146
45212,1189,0.7679,1258,76860,0.2311,0.7224,16250,Private Nonprofit,2,10.719117817310622,7.081708586105575,0.5030672150816529
50698,9019,0.8223,971,25413,0.5655,0.4087,19500,Public,2,10.833641741069435,9.10719961305667,-1.4320259238697324
64072,1768,0.7381,1176,63731,0.3113,0.6539,15000,Private Nonprofit,2,11.06776273000352,7.478169694159785,-0.049816538904457246
61515,6057,0.8747,1252,28310,0.2586,0.6815,15750,Public,2,11.027036326494269,8.709134991587183,0.4626123062534009
60110,1603,0.6863,1261,31865,0.2112,0.6995,17000,Public,2,11.003931496033209,7.38025578842646,0.5232946694957787
51584,471,0.5524,1372,55540,0.2008,0.7143,19500,Private Nonprofit,2,10.8509668258663,6.156978985585555,1.27171048281844
64390,16136,0.8197,1095,28535,0.3579,0.6946,15362,Public,2,11.072713620532229,9.688870050941352,-0.5959578080858586
65518,891,0.5689,1280,73314,0.226,0.6537,21000,Private Nonprofit,2,11.090080193030529,6.79346613258001,0.6514018807852433
77644,1911,0.0901,1533,87640,0.1984,0.939,12000,Private Nonprofit,1,11.259889555790982,7.555905093611346,2.357250536376534
123938,2728,0.1709,1457,80192,0.1628,0.9312,19000,Private Nonprofit,1,11.727536719545492,7.911690520708339,1.844821691218676
55383,1108,0.852,1120,47308,0.6377,0.4394,19100,Private Nonprofit,1,10.922027966438678,7.011213987350367,-0.42739568796814215
120959,4474,0.4505,1352,79548,0.1607,0.8679,24007,Private Nonprofit,1,11.70320692418342,8.406261630708956,1.1368607867242668
103937,10085,0.1643,1507,89493,0.1291,0.9083,17962,Private Nonprofit,1,11.55154022534043,9.21890360263667,2.1819459314541088
83238,18248,0.1111,1480,86285,0.1915,0.8866,21500,Private Nonprofit,1,11.32945925330878,9.811865562988816,1.9998988417269752
77231,3618,0.405,1462,86448,0.1497,0.8603,23250,Private Nonprofit,1,11.25455620981562,8.193953023563742,1.8785341152422192
57466,7829,0.8781,1180,26160,0.3194,0.5341,18746,Public,1,10.958948747548254,8.965717788984849,-0.022846599685622606
62381,2214,0.3954,1370,68432,0.2313,0.7694,22141,Private Nonprofit,1,11.041016020812398,7.703007682479236,1.2582255132090225
54400,1780,0.8765,1125,64020,0.3091,0.5112,18320,Private Nonprofit,1,10.904119432844034,7.484930283289661,-0.39368326394459885
62832,3870,0.5131,1358,80399,0.1551,0.7711,19000,Private Nonprofit,1,11.04821977681779,8.261268150577648,1.1773156955525188
68245,1854,0.7565,1250,65252,0.2235,0.6751,22969,Private Nonprofit,1,11.130859450290297,7.525639975041536,0.4491273366439835
58336,3125,0.7121,1274,59328,0.13,0.7556,23250,Private Nonprofit,1,10.97397467747839,8.047509510981422,0.6109469719569913
53874,2752,0.8693,1150,25555,0.3279,0.5512,18220,Public,1,10.894403265748863,7.920446505142607,-0.2251211438268824
52349,2566,0.8361,1180,27413,0.3688,0.478,17224,Public,1,10.86568811391948,7.8504931808711405,-0.022846599685622606
52119,1278,0.6923,1265,42446,0.208,0.6854,23250,Private Nonprofit,1,10.86128484456201,7.153833801578843,0.5502646087146135
101817,7601,0.0365,1553,85540,0.1643,0.9758,12500,Private Nonprofit,1,11.530932363262686,8.936166649549195,2.4921002324707073
90543,3106,0.1761,1353,80334,0.148,0.8733,25879,Private Nonprofit,1,11.413580154967187,8.041412909393047,1.1436032715289755
49705,1226,0.8122,1100,42434,0.3128,0.5864,21500,Private Nonprofit,1,10.813860810646243,7.112327444710911,-0.5622453840623154
64874,11434,0.8304,1285,30786,0.3,0.6482,18250,Public,1,11.0802022060912,9.344434106456882,0.6851143048087867
71631,23671,0.5973,1423,34549,0.1994,0.8326,20000,Public,1,11.179283220142068,10.072048194080043,1.6155772078585815
65865,11512,0.8378,1194,30544,0.4155,0.4941,15000,Public,1,11.095362471663927,9.351232110673664,0.07154818758029863
125557,3451,0.8521,1269,65022,0.3006,0.6202,25000,Private Nonprofit,1,11.740515117710908,8.146709052203319,0.5772345479334481
143372,4535,0.0455,1560,82730,0.1932,0.9641,12462,Private Nonprofit,1,11.873197930062805,8.419800845407588,2.539297626103668
58418,2169,0.3603,1463,84926,0.2189,0.8439,18258,Private Nonprofit,1,10.975379340504627,7.682482446534506,1.8852766000469279
58063,1163,0.8084,1140,58310,0.2552,0.6261,19500,Private Nonprofit,1,10.969283906929236,7.059617628291383,-0.29254599187396896
92538,17326,0.0522,1497,84641,0.1234,0.9054,22000,Private Nonprofit,1,11.435374649951669,9.760021257510846,2.1145210834070225
63494,1670,0.6998,1316,63460,0.3318,0.7234,21780,Private Nonprofit,1,11.058700692227516,7.421177528595393,0.8941313337547551
64027,2544,0.21,1500,86030,0.1788,0.8905,13500,Private Nonprofit,1,11.067060148377571,7.841885928984623,2.134748537821148
48036,1751,0.7189,1275,60729,0.2236,0.7419,23000,Private Nonprofit,1,10.779706008780574,7.468513271496337,0.6176894567617001
68804,5221,0.9064,1182,33485,0.3702,0.5207,18133,Public,1,11.13901716176628,8.560635749259074,-0.00936163007620529
67506,4268,0.8233,1216,65281,0.2995,0.6088,20500,Private Nonprofit,1,11.119971761799126,8.359134886757962,0.21988285328388912
83214,7061,0.1149,1513,88300,0.1204,0.9351,15043,Private Nonprofit,1,11.32917088188439,8.862483576488332,2.222400840282361
84803,2300,0.1405,1520,86290,0.2113,0.9153,8700,Private Nonprofit,1,11.34808619851272,7.741099090035366,2.2695982339153216
82721,3747,0.9121,1229,61096,0.2311,0.6824,18500,Private Nonprofit,1,11.32322877864404,8.228977643358313,0.3075351557451017
73157,2603,0.8348,1192,60262,0.2446,0.6398,19500,Private Nonprofit,1,11.200363095649816,7.86480400332846,0.058063217970881306
67725,1773,0.6773,1308,79311,0.2217,0.7282,23000,Private Nonprofit,1,11.123210666953296,7.480992162869525,0.8401914553170857
88665,2076,0.0825,1533,84860,0.1761,0.9361,11667,Private Nonprofit,1,11.39262050192658,7.638679823876112,2.357250536376534
60624,3930,0.8799,1150,22874,0.3,0.6145,13916,Public,1,11.012446133258385,8.27664912542186,-0.2251211438268824
55504,1604,0.7253,1034,56003,0.3081,0.4842,16000,Private Nonprofit,3,10.924210369209533,7.380879035564116,-1.007249381173087
53187,1224,0.8185,1150,45218,0.2471,0.7153,19716,Private Nonprofit,3,10.88156928456649,7.110696122978827,-0.2251211438268824
49584,1083,0.8988,1025,51652,0.239,0.6536,17992,Private Nonprofit,3,10.81142348002753,6.988413181999592,-1.0679317444154648
35833,3026,0.8187,1080,24526,0.3768,0.3583,16753,Private Nonprofit,3,10.486624535512895,8.01532730902172,-0.6970950801564886
58375,3193,0.7091,1233,54222,0.1743,0.7406,19500,Private Nonprofit,3,10.974642994971198,8.069029328774958,0.3345050949639363
55874,10035,0.8982,1091,30681,0.3143,0.5872,23183,Public,3,10.930854434663992,9.213933907486313,-0.6229277473046932
71030,2438,0.7542,1134,42211,0.2634,0.672,19950,Private Nonprofit,3,11.170857601991855,7.79934339821592,-0.33300090070222094
51793,10055,0.7964,1066,29640,0.3664,0.4644,18750,Public,3,10.855010283980864,9.215924750270084,-0.7914898674224098
54735,8106,0.9139,1012,27048,0.3423,0.4687,15500,Public,3,10.910258637538655,9.000483164987708,-1.1555840468766774
94823,1205,0.7867,1251,61250,0.1698,0.708,26563,Private Nonprofit,3,11.45976727485036,7.095064377287131,0.4558698214486922
56118,18854,0.8302,1074,28367,0.2923,0.6701,19500,Public,3,10.935211895662606,9.844533409692458,-0.7375499889847404
58427,3288,0.7924,1249,55646,0.1648,0.7995,23250,Private Nonprofit,3,10.975533390742427,8.098338846189057,0.4423848518392749
65590,1149,0.7532,1280,74208,0.2575,0.7598,22810,Private Nonprofit,3,11.09117852428778,7.047517221357296,0.6514018807852433
59058,1632,0.6339,980,41038,0.304,0.6,19000,Private Nonprofit,3,10.986275290857266,7.398174092970465,-1.3713435606273545
83648,34177,0.1564,1465,34654,0.1813,0.932,17625,Public,3,11.334372796983894,10.439337441206854,1.8987615696563453
67253,40922,0.848,1269,32198,0.2009,0.8072,19500,Public,3,11.116216906134532,10.61944753116123,0.5772345479334481
78198,5955,0.9243,1258,34152,0.2023,0.6806,20500,Public,3,11.266999350758775,8.6921543938039,0.5030672150816529
59649,5952,0.5561,1115,24040,0.4624,0.5798,17000,Public,3,10.996232662926191,8.69165057315339,-0.46110811199168544
53230,4411,0.7046,1102,20915,0.386,0.4031,18494,Public,3,10.882377426166803,8.392083380373393,-0.548760414452898
58612,12351,0.8784,1120,25182,0.3198,0.5756,16787,Public,3,10.978694732757916,9.421573272264558,-0.42739568796814215
51955,5989,0.7207,1052,24936,0.3517,0.4825,17500,Public,3,10.858133238286747,8.697846691109495,-0.885884654688331
57529,1495,0.689,954,44449,0.3419,0.3862,15625,Private Nonprofit,3,10.96004444747091,7.310550158534422,-1.5466481655497797
51732,1010,0.5152,1170,44703,0.2869,0.6354,24724,Private Nonprofit,3,10.853831824535137,6.918695219020472,-0.0902714477327092
53493,15587,0.8116,1156,27350,0.4569,0.5844,16597,Public,3,10.887306083202157,9.6542566664586,-0.18466623499863044
53755,3139,0.5598,1090,22744,0.2832,0.4787,13809,Public,4,10.892191964919329,8.0519780789023,-0.629670232109402
46110,669,0.3897,1150,41013,0.2247,0.5486,15935,Private Nonprofit,4,10.738785125200751,6.507277712385012,-0.2251211438268824
63764,1871,0.878,1249,58569,0.1852,0.7138,18272,Private Nonprofit,4,11.062944046753538,7.534762657037537,0.4423848518392749
75525,2086,0.2041,1517,84893,0.1653,0.896,15960,Private Nonprofit,4,11.232219006254873,7.643482907077201,2.2493707795011955
59317,1829,0.6265,1190,45942,0.1907,0.6107,20895,Private Nonprofit,4,10.990651221810497,7.512071245835466,0.044578248361463985
47491,725,0.8717,1090,29250,0.2705,0.715,16606,Private Nonprofit,4,10.768295498386117,6.587550014824796,-0.629670232109402
65607,1878,0.6099,1290,67613,0.207,0.7665,23250,Private Nonprofit,4,11.091437676556431,7.538494999413465,0.7188267288323299
61106,1776,0.8763,1160,58110,0.407,0.6045,15750,Private Nonprofit,4,11.020365340011082,7.482681828154651,-0.1576962957797958
63878,2131,0.2852,1440,82991,0.1723,0.871,19500,Private Nonprofit,4,11.064730293135002,7.664815785285735,1.7301994495386288
56922,11703,0.8844,1150,23995,0.2096,0.5395,14000,Public,4,10.949437188620932,9.36768594269996,-0.2251211438268824
64705,5616,0.9871,1020,25172,0.4755,0.4357,12900,Public,4,11.077593757255771,8.633552992532433,-1.1016441684390081
69020,31855,0.7975,1362,30061,0.1765,0.8528,16727,Public,4,11.142151596651994,10.368981026303976,1.2042856347713533
40873,705,0.4848,1161,59972,0.4211,0.5116,19225,Private Nonprofit,4,10.618224977338851,6.559615237493242,-0.15095381097508714
62616,7336,0.8875,1251,27680,0.1879,0.6472,16000,Public,4,11.044776115484677,8.900685318713995,0.4558698214486922
50919,936,0.7493,1150,27039,0.3255,0.625,12377,Public,4,10.83799141382964,6.842683282238422,-0.2251211438268824
50527,3072,0.5876,1090,25197,0.2795,0.5732,15000,Public,4,10.830263125852555,8.030409562130485,-0.629670232109402
50755,1442,0.9347,1173,51325,0.1573,0.6813,17750,Private Nonprofit,4,10.834765414218532,7.274479558773871,-0.07004399331858323
63260,1370,0.9152,1151,68453,0.1986,0.7712,23250,Private Nonprofit,4,11.05500849685964,7.223295679562314,-0.21837865902217374
55813,5088,0.948,1092,21116,0.2167,0.4032,14362,Public,4,10.929762096145357,8.534836626588833,-0.6161852624999846
76786,1395,0.9062,1183,68521,0.1803,0.7538,23250,Private Nonprofit,4,11.24877761085195,7.241366283322318,-0.0026191452714966297
65543,3093,0.4832,1380,71843,0.2121,0.84,23250,Private Nonprofit,4,11.090461694778618,8.037220031133012,1.3256503612561092
65934,1765,0.9296,1120,55103,0.2484,0.7053,17125,Private Nonprofit,4,11.096409520674978,7.476472381163905,-0.42739568796814215
73739,6245,0.8536,1296,66116,0.2177,0.7638,19500,Private Nonprofit,4,11.208287110535348,8.739696537843024,0.7592816376605819
59282,2473,0.9185,1147,60476,0.4007,0.6125,19716,Private Nonprofit,4,10.99006099759248,7.813591552952433,-0.24534859824100835
51342,2315,0.6218,1050,24757,0.1207,0.451,14250,Public,4,10.84626440964611,7.747596838692885,-0.8993696242977484
61511,1533,0.9887,1120,36587,0.3167,0.6606,12000,Private Nonprofit,4,11.026971299589365,7.335633981927201,-0.42739568796814215
36421,2363,0.4533,904,23751,0.6978,0.5736,17021,Public,5,10.502900810345617,7.768110378525988,-1.8837724057852125
46440,1471,0.4975,1124,39793,0.4865,0.4854,18549,Private Nonprofit,5,10.745916435811829,7.294377299288821,-0.40042574874930753
40421,498,0.8895,1090,33197,0.2877,0.5476,13750,Private Nonprofit,5,10.607104730879188,6.212606095751519,-0.629670232109402
41991,1620,1,1050,22445,0.4175,0.4806,15000,Public,5,10.645210588588755,7.390798521735676,-0.8993696242977484
39060,4600,0.9315,965,32415,0.7232,0.5091,24751,Public,5,10.57285420443067,8.434028950155469,-1.4724808326979844
53848,549,0.43120000000000003,1181,60061,0.3694,0.5714,19500,Private Nonprofit,5,10.89392054169055,6.309918278226516,-0.01610411488091395
50994,21473,0.9658,1184,28660,0.2173,0.7174,15250,Public,5,10.83946325772668,9.97459817999408,0.004123339533212029
46128,1605,0.9031,1090,22225,0.403,0.4677,13000,Public,5,10.739175419878183,7.381501894506707,-0.629670232109402
31919,1439,0.9238,870,21154,0.5636,0.2676,19203,Public,5,10.3709567227522,7.272398392570047,-2.113016889145307
47485,2518,0.2911,1090,41214,0.2964,0.5934,17759,Private Nonprofit,5,10.768169150677052,7.831617276352611,-0.629670232109402
51513,18397,0.7764,1219,29267,0.2933,0.6667,16324,Public,5,10.849589481981912,9.819997242037102,0.2401103076980151
44140,10075,0.9912,1190,26566,0.4628,0.4906,14250,Public,5,10.695121679810727,9.2179116374725,0.044578248361463985
43087,2201,0.6029,1122,29651,0.2711,0.5978,15796,Private Nonprofit,5,10.6709766064642,7.697121317282625,-0.41391071835872484
52773,1312,0.878,972,50096,0.5635,0.5238,19230,Private Nonprofit,4,10.873754975267016,7.180069874302796,-1.4252834390650237
45421,154,0.7174,1050,23938,0.3131,0.5217,12500,Private Nonprofit,4,10.7237298321499,5.043425116919247,-0.8993696242977484
48991,1040,0.5687,1048,43635,0.4028,0.5123,13292,Private Nonprofit,4,10.79939188675334,6.947937068614969,-0.9128545939071656
49560,5648,0.638,1050,22947,0.2678,0.5408,15750,Public,4,10.81093933574308,8.639233817325263,-0.8993696242977484
40694,1383,0.5758,1218,48846,0.2558,0.618,13000,Private Nonprofit,4,10.613835940415848,7.232733136177615,0.23336782289330643
46573,1229,0.7161,1188,39956,0.3125,0.6503,17495,Private Nonprofit,4,10.74877625305556,7.114769448366463,0.031093278752046666
42643,410,0.7263,1090,40839,0.3683,0.5039,13688,Private Nonprofit,4,10.66061841283762,6.018593214496234,-0.629670232109402
53278,4624,0.5684,1190,35436,0.2998,0.4933,20500,Private Nonprofit,4,10.883278766972182,8.439231649946526,0.044578248361463985
46660,1488,0.686,910,49257,0.1113,0.4758,17726,Private Nonprofit,4,10.75064254557542,7.305860032684009,-1.8433174969569606
42620,3019,0.9703,1065,19568,0.3402,0.4158,11650,Public,4,10.660078905652608,8.013012110368916,-0.7982323522271184
43221,1443,0.6918,974,37899,0.32,0.2244,10250,Private Nonprofit,4,10.674081767229582,7.275172319452771,-1.4117984694556065
63403,23929,0.7847,1247,31713,0.2007,0.7494,16500,Public,4,11.057266457917814,10.08288818090242,0.4288998822298576
