earnings,enrollment,admission_rate,sat_avg,avg_cost,pell_pct,completion_rate,median_debt,CONTROL,REGION,log_earnings,log_enrollment
43197,4578,0.7721,NA,21961,0.2955,0.5219,14705,1,5,10.673526327376381,8.429235912657095
44737,6688,0.8568,1133,23485,0.3332,0.6132,15000,1,5,10.708556178705596,8.808219665118408
36147,3167,NA,NA,14075,0.2986,NA,8000,1,5,10.495349236591386,8.060855752934316
50220,8246,0.6765,1087,19725,0.2523,0.5224,15159,1,5,10.824168632711576,9.017604776833355
34891,2851,NA,NA,14084,0.3309,NA,6158,1,5,10.459984195277682,7.955775781534187
48231,1135,NA,NA,33420,0.3803,0.4167,12467,2,5,10.783757246831069,7.035268599281097
32954,1604,NA,NA,13047,0.4448,NA,6911,1,5,10.402867928617377,7.380879035564116
23921,100,NA,NA,NA,0.5241,NA,7851,3,5,10.082512013210788,4.61512051684126
24022,171,NA,NA,NA,0.6655,NA,6222,3,5,10.086725356114435,5.147494476813453
24397,119,NA,NA,NA,0.724,NA,6756,3,5,10.10221545290255,4.787491742782046
23925,124,NA,NA,NA,0.6262,NA,7667,3,5,10.082679216321155,4.8283137373023015
30787,4166,NA,NA,12959,0.4877,NA,8000,1,5,10.33484780193963,8.334951631422454
29482,1721,NA,NA,12699,0.4014,NA,5500,1,5,10.291535186607224,7.451241684987676
49438,583,0.9945,977,45530,0.3583,0.5167,20500,2,5,10.808474638238891,6.369900982828227
38008,2026,NA,NA,31766,0.5602,0.7099,10688,3,5,10.545551942866757,7.614312146452
59384,1293,0.9035,1180,49452,0.2305,0.405,14376,2,5,10.991780108797382,7.165493475060845
54705,1005,0.8655,1287,60993,0.2625,0.7148,20000,2,5,10.90971039191089,6.913737350659685
42002,746,0.6315,980,44322,0.527,0.3213,14250,2,5,10.645472515179373,6.616065185132817
43889,12155,0.9387,971,24188,0.3048,0.5556,14702,1,5,10.689418998189405,9.405578154036684
29558,1078,NA,NA,12172,0.6936,NA,7000,1,5,10.294109713774517,6.983789965258135
29935,256,NA,NA,NA,0.9389,NA,8772,3,5,10.306783643359452,5.54907608489522
75071,135,NA,NA,NA,0.5077,NA,13000,2,5,11.22618961137882,4.912654885736052
34502,4935,NA,NA,17111,0.521,NA,9500,1,5,10.44877257235369,8.504310565585223
50330,685,0.5574,1144,60620,0.4484,0.5621,15250,2,5,10.826356599770406,6.530877627725885
18603,48,NA,NA,NA,0.7105,NA,NA,3,5,9.831078137017988,3.8918202981106265
22407,570,NA,NA,NA,0.9881,NA,6100,3,5,10.017128689025176,6.3473892096560105
33305,11668,NA,NA,18568,0.6392,NA,9500,1,5,10.41346281484728,9.364691031806107
18298,89,NA,NA,NA,0.4381,NA,7797,3,5,9.81454704323948,4.499809670330265
39196,1063,0.4186,1050,39202,0.6965,0.4328,23048,2,5,10.576329979755709,6.96979066990159
35343,1520,NA,NA,18175,0.3766,NA,8250,1,5,10.472855631914229,7.327123292259293
41109,4164,0.4486,943,25367,0.7497,0.3616,24500,1,5,10.623982354614311,8.334471554600944
16792,84,NA,NA,NA,0.663,NA,9500,3,5,9.72865786150047,4.442651256490317
68342,555,NA,NA,25749,0.6472,NA,12214,3,5,11.132279790678577,6.320768294250582
17985,81,NA,NA,NA,0.483,NA,NA,3,5,9.797293356129725,4.406719247264253
78495,862,NA,NA,NA,0.3511,NA,18500,1,5,11.270790207474418,6.760414691083428
42205,5632,0.9208,1022,15550,0.3538,0.3422,10500,1,5,10.65029397641782,8.636397438894713
61251,30594,0.7333,1285,34705,0.2655,0.6881,12956,1,5,11.022735454804309,10.328591875896642
36498,2826,NA,NA,17346,0.3514,NA,6989,1,5,10.505012743548761,7.946971357693591
47477,2153,0.5055,1090,19461,0.3862,0.3754,15000,1,5,10.768000662228644,7.675081857716334
25903,175,NA,NA,NA,0.524,NA,9833,3,5,10.162114071095669,5.170483995038151
23904,144,NA,NA,NA,0.5234,NA,7411,3,5,10.081801087932543,4.976733742420574
16539,16,NA,NA,NA,0.1395,NA,5500,3,5,9.713476507257793,2.833213344056216
51700,672,0.7719,NA,33791,0.4309,0.4387,11000,2,5,10.85321306049652,6.511745329644728
26459,37,NA,NA,NA,0.7174,NA,6500,3,5,10.183351644059842,3.6375861597263857
52279,8312,0.864,1191,24280,0.2168,0.6382,15000,1,5,10.864350039781693,9.025575833531088
52927,2812,0.9305,NA,64157,0.3732,0.5903,18500,2,5,10.876668884613583,7.9420068084898565
46453,5005,0.7827,1087,22810,0.3459,0.4704,13000,1,5,10.746196327732314,8.518392471991719
47872,4638,0.7431,1052,23431,0.3912,0.3799,11000,1,5,10.77628606133415,8.442254104751743
45454,4737,0.908,1090,23481,0.3407,0.538,13156,1,5,10.724456104533958,8.463370384718731
46769,5022,0.8475,1116,24932,0.3477,0.542,15000,1,5,10.752975869264068,8.521782643750045
32503,866,NA,NA,16807,0.5603,NA,NA,1,5,10.389087671750044,6.7650389767805414
47021,5519,0.9254,1088,25431,0.3524,0.432,15000,1,5,10.758349589413635,8.616133139271142
49316,471,0.7366,NA,27541,0.2753,0.4857,19500,2,5,10.806003850988443,6.156978985585555
59419,821,0.987,NA,28490,0.3121,0.4545,16669,2,5,10.992369319524597,6.71174039505618
22002,51,NA,NA,NA,0.7313,NA,6333,3,5,9.99888863729938,3.9512437185814275
19411,45,NA,NA,NA,0.5455,NA,NA,3,5,9.873595194671092,3.828641396489095
30334,2078,NA,NA,NA,0.4815,NA,7917,3,5,10.320024474611342,7.639642287858013
38366,93,NA,NA,49944,0.101,0.4783,NA,2,5,10.554926929696283,4.543294782270004
20975,193,NA,NA,NA,0.8107,NA,5853,3,5,9.951086531335408,5.267858159063328
32189,2136,NA,NA,17452,0.5923,NA,7500,1,5,10.379380058262003,7.667158255319148
31349,230,NA,NA,35661,0.6842,NA,9500,2,5,10.352937647625682,5.442417710521793
32303,2966,NA,NA,15578,0.456,NA,4250,1,5,10.382915384154703,7.995306620290822
23853,112,NA,NA,NA,0.3036,NA,NA,3,5,10.079665274569594,4.727387818712341
46482,9514,0.9931,1090,23604,0.3326,0.4541,11077,1,5,10.746820419859958,9.16062477973025
43371,5519,0.3512,942,26341,0.6814,0.2709,15455,1,5,10.677546293976553,8.616133139271142
34042,1055,0.789,944,23905,0.4174,0.1311,19500,1,5,10.435350335367918,6.962243464266207
33099,1910,NA,NA,17017,0.5149,NA,7500,1,5,10.407258349428416,7.555381944240273
47089,12428,0.8701,1219,24884,0.4151,0.5263,14991,1,5,10.75979470708092,9.42778773074551
29734,2505,NA,NA,17553,0.2448,NA,7772,1,5,10.300046451173296,7.826443135456014
63268,7767,0.1398,1448,87004,0.0976,0.8614,19250,2,5,11.05513495108338,8.957768009971161
52184,2628,0.6904,1080,40434,0.5419,0.4855,14000,2,5,10.862531213475933,7.874358824729881
40264,353,0.7017,1370,58266,0.2806,0.6829,17723,2,1,10.603213048456196,5.869296913133774
69498,1760,0.1332,1468,83532,0.1152,0.8969,12442,2,1,11.149053254160401,7.473637108496206
35639,484,NA,NA,NA,0.5412,0.36,11261,3,1,10.481195822829712,6.184148890937483
82735,1873,0.0713,1520,85100,0.1735,0.9528,12000,2,1,11.323398007925945,7.535830462798367
79840,239,0.7143,NA,26827,0.5175,0.6667,12000,2,1,11.287779910985346,5.480638923341991
42448,2952,NA,NA,15063,0.3543,NA,6568,1,1,10.65603507637752,7.990576881743923
80490,2407,0.0709,1501,85420,0.1432,0.8879,15000,2,1,11.29588823208778,7.786551806428712
41704,1840,NA,NA,16791,0.3587,NA,7833,1,1,10.638352326447942,7.518064181233078
36035,1597,NA,NA,12149,0.3125,NA,9500,1,1,10.492245967358542,7.37650812632622
65849,32,NA,NA,42868,0.093,NA,7500,2,1,11.095119521027264,3.4965075614664802
40342,2659,NA,NA,19052,0.3296,0.2698,13215,1,1,10.605148388861277,7.886081401775745
44433,1140,0.9672,1130,25822,0.3016,0.5154,16722,1,1,10.701737715595081,7.039660349862076
51077,599,0.9792,NA,18703,0.1496,0.3944,12778,1,1,10.841089577019996,6.396929655216146
48653,8496,0.9664,NA,27328,0.2327,0.5494,16750,1,1,10.792468750666698,9.047468439003541
89964,942,0.5414,1166,31046,0.2463,0.5818,26812,1,1,11.407164869291062,6.849066282633458
40956,1913,0.9987,NA,19113,0.2435,0.5155,8275,1,1,10.620253598694708,7.5569505720129
55921,2135,0.9163,NA,63245,0.1178,0.6835,20000,2,1,10.931695259437355,7.666690200080086
43348,638,NA,NA,15918,0.5557,NA,8225,1,1,10.677015845042886,6.459904454377535
23925,117,NA,NA,NA,0.5705,NA,7667,3,1,10.082679216321155,4.770684624465665
40778,415,0.7606,NA,60128,0.2857,0.5155,19000,2,1,10.61589799927692,6.030685260261263
59045,964,0.8351,1040,59782,0.2361,0.6574,19576,2,1,10.986055144035381,6.872128101338986
27803,263,NA,NA,NA,0.3757,NA,6333,3,1,10.232899207525533,5.575949103146316
41661,5675,NA,NA,18531,0.296,NA,6046,1,1,10.63732071836749,8.644002038279933
49958,4222,0.7923,1116,23717,0.2828,0.4035,12887,1,1,10.81893793141259,8.348301054933943
44991,647,0.963,NA,47198,0.1815,0.5369,20000,2,1,10.714217748749789,6.473890696352274
37852,6483,NA,NA,21931,0.6391,0.2867,4752,2,1,10.541439097628123,8.777092882855566
34407,443,NA,NA,13731,0.3869,NA,5500,1,1,10.446015311032632,6.095824562432225
38476,1831,NA,NA,16170,0.3201,NA,8250,1,2,10.557789949272506,7.513163545234075
46219,8997,NA,NA,19841,0.2065,NA,6250,1,2,10.741146247938758,9.104757609401117
18172,94,NA,NA,NA,0.3695,NA,7500,3,2,9.807637226879294,4.553876891600541
20080,34,NA,NA,NA,0.9756,NA,5500,3,2,9.907479573805665,3.5553480614894135
36025,3700,NA,NA,22790,0.4433,NA,NA,1,2,10.491968420867723,8.216358332386156
61335,1133,0.7874,940,26406,0.4489,0.3816,18972,1,2,11.024105921466852,7.033506484287697
54537,5043,0.7241,NA,25220,0.4435,0.382,12861,1,2,10.906634649386172,8.52595469708481
85035,315,0.7435,NA,42471,0.3918,0.4268,12000,2,2,11.350818215426514,5.755742213586912
43952,1363,NA,NA,14700,0.2683,NA,8250,1,2,10.690853408335055,7.218176838403408
44435,4512,NA,NA,13681,0.2586,NA,5500,1,2,10.701782726172576,8.414717399827001
36301,1320,NA,NA,10751,0.2288,NA,NA,1,2,10.499600568082863,7.186144304522325
64249,452,0.4618,980,34309,0.3719,0.2865,22750,2,2,11.070521438434008,6.115892125483034
46490,1844,0.4583,975,23748,0.5392,0.2622,15606,1,2,10.74699251468463,7.520234556474628
25426,32,NA,NA,NA,0.623,NA,9833,3,2,10.143527551510068,3.4965075614664802
39756,534,NA,NA,NA,0.3313,NA,3668,3,2,10.590516052087896,6.282266746896006
46449,4203,NA,NA,14798,0.1638,NA,5500,1,2,10.746110215484947,8.343791731996841
55493,2909,0.8918,NA,27056,0.3221,0.4966,14867,1,2,10.924012165653831,7.975908360165538
35823,411,NA,NA,14342,0.3096,NA,6560,1,2,10.486345424201494,6.021023349349527
53023,964,0.7771,1248,70544,0.3521,0.5734,17882,2,2,10.878481060664019,6.872128101338986
41615,2948,NA,NA,12747,0.2126,NA,6500,1,2,10.636215958180195,7.989221408815276
44608,3696,NA,NA,13821,0.2099,NA,7241,1,2,10.705668494120196,8.215276958936633
57089,1194,0.7777,NA,61219,0.3706,0.569,18185,2,2,10.952366732602407,7.085901464365611
49020,6649,NA,NA,16774,0.2678,NA,8250,1,2,10.799983657082104,8.8023721336499
21250,77,NA,NA,NA,0.3293,NA,6333,3,2,9.964112174352563,4.356708826689592
87555,5693,0.0644,1553,85947,0.1949,0.9378,9000,2,2,11.380022446306,8.647168267837984
38683,1258,NA,NA,NA,0.5631,NA,9500,3,2,10.563155506021905,7.138073034044347
82652,3869,0.7549,1290,74055,0.2037,0.7919,23882,2,2,11.322394301383495,8.261009786023827
65287,49664,NA,NA,25400,0.2938,0.3333,10500,1,2,11.086548214281377,10.813055738649457
88174,958,NA,NA,NA,0.1462,NA,15000,1,2,11.387067413956869,6.8658910748834385
69960,10701,0.7243,1323,28576,0.3004,0.7001,15750,1,2,11.155678929132538,9.27818591887125
82860,30760,0.4479,1473,29299,0.1939,0.8859,17000,1,2,11.324907715631392,10.334002932844076
45212,1189,0.7679,1258,76860,0.2311,0.7224,16250,2,2,10.719117817310622,7.081708586105575
47697,2391,0.9641,NA,25941,0.5571,0.3533,18500,1,2,10.772623781816819,7.779885115070522
36368,354,NA,NA,NA,0.7636,NA,9500,3,2,10.501444546092324,5.872117789475416
18726,101,NA,NA,NA,0.4897,NA,7667,3,2,9.837668211498835,4.624972813284271
50159,13773,NA,NA,15298,0.27,NA,7000,1,2,10.822953238903926,9.530538036104643
50698,9019,0.8223,971,25413,0.5655,0.4087,19500,1,2,10.833641741069437,9.10719961305667
64072,1768,0.7381,1176,63731,0.3113,0.6539,15000,2,2,11.067762730003519,7.478169694159785
66330,280,0.6566,NA,26750,0.161,0.2353,NA,2,2,11.102397562519602,5.638354669333745
20953,229,NA,NA,NA,0.2876,NA,6333,3,2,9.950037113189108,5.438079308923196
65344,709,0.8216,NA,59320,0.3644,0.5,17990,2,2,11.087420901524338,6.565264970035361
47548,8815,NA,NA,15544,0.3249,NA,6000,1,2,10.769495006100515,9.084323531392696
20445,35,NA,NA,NA,0.875,NA,5713,3,2,9.925493632798743,3.58351893845611
61515,6057,0.8747,1252,28310,0.2586,0.6815,15750,1,2,11.027036326494269,8.709134991587183
60110,1603,0.6863,1261,31865,0.2112,0.6995,17000,1,2,11.003931496033207,7.38025578842646
51584,471,0.5524,1372,55540,0.2008,0.7143,19500,2,2,10.8509668258663,6.156978985585555
64390,16136,0.8197,1095,28535,0.3579,0.6946,15362,1,2,11.072713620532229,9.688870050941352
62079,3102,0.7891,NA,58394,0.3088,0.6849,21500,2,2,11.036163046479938,8.04012466444838
65518,891,0.5689,1280,73314,0.226,0.6537,21000,2,2,11.090080193030527,6.79346613258001
60663,1617,0.7793,NA,65294,0.361,0.6329,15000,2,2,11.01308923600384,7.388946097618437
36748,2169,NA,NA,15190,0.4306,NA,3500,1,2,10.511839081391358,7.682482446534506
53124,1017,0.9957,NA,59270,0.448,0.4591,21063,2,1,10.880384082520141,6.925595197110468
77644,1911,0.0901,1533,87640,0.1984,0.939,12000,2,1,11.259889555790982,7.555905093611346
46651,906,0.503,NA,61888,0.3429,0.4623,17500,2,1,10.750449642272962,6.810142450115136
74895,1669,0.8298,NA,65551,0.2198,0.7523,24250,2,1,11.223842411602819,7.4205789054108005
123938,2728,0.1709,1457,80192,0.1628,0.9312,19000,2,1,11.727536719545492,7.911690520708339
34159,19,0.9091,NA,23370,0.5455,0.1429,NA,2,1,10.43878137346933,2.995732273553991
55383,1108,0.852,1120,47308,0.6377,0.4394,19100,2,1,10.922027966438678,7.011213987350367
120959,4474,0.4505,1352,79548,0.1607,0.8679,24007,2,1,11.70320692418342,8.406261630708956
33647,7468,0.4353,NA,72700,0.1618,0.6731,15750,2,1,10.423679178052442,8.918516400357067
38832,1358,NA,NA,18062,0.3251,NA,8250,1,1,10.566999927966382,7.214504414151143
62123,280,NA,NA,40343,0.2876,0.3158,24750,2,1,11.036871569721765,5.638354669333745
103937,10085,0.1643,1507,89493,0.1291,0.9083,17962,2,1,11.55154022534043,9.21890360263667
83238,18248,0.1111,1480,86285,0.1915,0.8866,21500,2,1,11.32945925330878,9.811865562988816
77231,3618,0.405,1462,86448,0.1497,0.8603,23250,2,1,11.25455620981562,8.193953023563742
57466,7829,0.8781,1180,26160,0.3194,0.5341,18746,1,1,10.958948747548254,8.965717788984849
38663,6083,NA,NA,12168,0.4616,NA,5250,1,1,10.562638349337766,8.713417653379183
88084,146,0.3415,NA,NA,0.5141,NA,15555,2,1,11.386046183626084,4.990432586778736
47618,8612,NA,NA,14899,0.3785,NA,5500,1,1,10.770966119998848,9.061027968789174
45998,532,NA,NA,34072,0.2999,0.1111,14917,2,1,10.736353196265156,6.278521424165844
43670,2911,NA,NA,15053,0.3364,NA,6443,1,1,10.684416646479606,7.976595409316577
62200,525,0.5,NA,36863,0.3543,1,15998,2,1,11.03811027872727,6.26530121273771
62381,2214,0.3954,1370,68432,0.2313,0.7694,22141,2,1,11.041016020812398,7.703007682479236
54400,1780,0.8765,1125,64020,0.3091,0.5112,18320,2,1,10.904119432844034,7.484930283289661
38109,1089,0.7371,NA,64889,0.3371,0.5359,12000,2,1,10.54820575369157,6.993932975223189
59009,241,NA,NA,NA,0.5421,NA,14750,3,1,10.985445253627333,5.488937726156687
54727,23,NA,NA,42179,0.3193,0.3929,19500,2,1,10.910112468091466,3.1780538303479458
62832,3870,0.5131,1358,80399,0.1551,0.7711,19000,2,1,11.04821977681779,8.261268150577648
68245,1854,0.7565,1250,65252,0.2235,0.6751,22969,2,1,11.130859450290297,7.5256399750415355
58336,3125,0.7121,1274,59328,0.13,0.7556,23250,2,1,10.97397467747839,8.047509510981422
32113,97,NA,NA,NA,0.55,NA,5500,3,1,10.377016211557725,4.584967478670572
49669,1167,0.7068,NA,53921,0.3967,0.2775,12500,2,1,10.813136275021739,7.0630481633881725
53874,2752,0.8693,1150,25555,0.3279,0.5512,18220,1,1,10.894403265748863,7.920446505142607
52349,2566,0.8361,1180,27413,0.3688,0.478,17224,1,1,10.86568811391948,7.8504931808711405
57556,483,NA,NA,30406,0.3966,0.4577,9500,2,1,10.960513665883308,6.182084906716632
52119,1278,0.6923,1265,42446,0.208,0.6854,23250,2,1,10.86128484456201,7.153833801578843
37132,1395,NA,NA,14762,0.3756,NA,5500,1,1,10.522234410519824,7.241366283322318
46938,839,0.7528,NA,74195,0.3933,0.5426,25000,2,1,10.756582860913136,6.733401891837359
101817,7601,0.0365,1553,85540,0.1643,0.9758,12500,2,1,11.530932363262686,8.936166649549195
51724,64,0.7963,NA,41282,0.2424,0.4444,13521,2,1,10.853677169415743,4.174387269895637
90543,3106,0.1761,1353,80334,0.148,0.8733,25879,2,1,11.413580154967189,8.041412909393047
37277,3591,NA,NA,15043,0.4269,NA,4750,1,1,10.52613179345847,8.18646442942209
49705,1226,0.8122,1100,42434,0.3128,0.5864,21500,2,1,10.813860810646245,7.112327444710911
101466,174,NA,NA,NA,0.3846,NA,20000,2,1,11.52747904597774,5.1647859739235145
51173,1122,0.9687,NA,51538,0.3055,0.5802,15000,2,1,10.842967328182981,7.023758954738443
46543,10,NA,NA,72450,0.0588,0.7778,19000,2,1,10.748131895457767,2.3978952727983707
64874,11434,0.8304,1285,30786,0.3,0.6482,18250,1,1,11.0802022060912,9.344434106456882
71631,23671,0.5973,1423,34549,0.1994,0.8326,20000,1,1,11.179283220142068,10.072048194080045
65865,11512,0.8378,1194,30544,0.4155,0.4941,15000,1,1,11.095362471663927,9.351232110673664
52654,3837,NA,NA,14185,0.2502,NA,4620,1,1,10.871497488085595,8.252706676567644
125557,3451,0.8521,1269,65022,0.3006,0.6202,25000,2,1,11.740515117710908,8.146709052203319
43582,1831,0.7627,NA,34239,0.2953,0.6887,19500,1,1,10.682399500056867,7.513163545234075
143372,4535,0.0455,1560,82730,0.1932,0.9641,12462,2,1,11.873197930062803,8.419800845407588
82392,1395,0.947,NA,31367,0.1896,0.7406,20500,1,1,11.319243623805638,7.241366283322318
46111,4235,NA,NA,14904,0.2834,NA,5567,1,1,10.73880681223516,8.351374706721296
75584,3916,0.7002,NA,70038,0.1558,0.7005,23750,2,1,11.232999899557035,8.27308133366583
87130,164,NA,NA,NA,0,NA,24700,2,1,11.375156535225333,5.10594547390058
50651,5412,NA,NA,10342,0.2,NA,5187,1,1,10.832714252818556,8.596558746796978
33022,226,NA,NA,58616,0.35,0.5347,23707,2,1,10.404929284991777,5.424950017481403
58418,2169,0.3603,1463,84926,0.2189,0.8439,18258,2,1,10.975379340504627,7.682482446534506
41118,3059,NA,NA,15487,0.4391,NA,5500,1,1,10.624201260813878,8.026170194946426
34483,393,0.411,NA,81277,0.0738,0.7339,19500,2,1,10.4482217279533,5.976350909297934
58063,1163,0.8084,1140,58310,0.2552,0.6261,19500,2,1,10.969283906929235,7.059617628291383
48102,713,0.8974,NA,26026,0.4127,0.5564,15750,1,1,10.781079035271006,6.570882962339584
43993,155,NA,NA,NA,0.1975,NA,9500,2,1,10.691785809335006,5.049856007249537
45391,4393,NA,NA,15896,0.32,NA,5500,1,1,10.72306912649225,8.387995252944556
92538,17326,0.0522,1497,84641,0.1234,0.9054,22000,2,1,11.435374649951669,9.760021257510846
42862,3685,NA,NA,13201,0.4674,NA,5661,1,1,10.665740931494621,8.212297138229768
51540,949,0.8526,NA,54027,0.4509,0.6809,20500,2,1,10.850113484206355,6.856461984594587
52506,2300,NA,NA,22528,0.331,0.1509,8300,1,1,10.868682727763886,7.741099090035366
45949,6447,NA,NA,15921,0.3819,NA,10500,1,1,10.735287364761383,8.771525284186465
52873,956,0.6978,NA,65546,0.3101,0.7217,23750,2,1,10.875648090574092,6.863803391452954
38773,1977,NA,NA,16621,0.5734,NA,NA,1,1,10.565479407088418,7.589841512182657
56662,4291,0.9588,NA,28291,0.3538,0.4977,19500,1,1,10.944859071031923,8.36450810375059
63494,1670,0.6998,1316,63460,0.3318,0.7234,21780,2,1,11.058700692227516,7.421177528595393
46543,225,0.9589,NA,85262,0.1699,0.6828,19000,2,1,10.748131895457767,5.420534999272286
64027,2544,0.21,1500,86030,0.1788,0.8905,13500,2,1,11.067060148377571,7.841885928984623
48036,1751,0.7189,1275,60729,0.2236,0.7419,23000,2,1,10.779706008780574,7.468513271496337
36966,4759,NA,NA,14971,0.5012,NA,4996,1,1,10.517753850242626,8.468002947225466
68804,5221,0.9064,1182,33485,0.3702,0.5207,18133,1,1,11.139017161766281,8.560635749259074
77745,2528,0.6628,NA,72714,0.1706,0.76,23472,2,1,11.261189519291916,7.835579246669965
67506,4268,0.8233,1216,65281,0.2995,0.6088,20500,2,1,11.119971761799126,8.359134886757962
83214,7061,0.1149,1513,88300,0.1204,0.9351,15043,2,1,11.32917088188439,8.862483576488332
84803,2300,0.1405,1520,86290,0.2113,0.9153,8700,2,1,11.348086198512721,7.741099090035366
82721,3747,0.9121,1229,61096,0.2311,0.6824,18500,2,1,11.32322877864404,8.228977643358313
73157,2603,0.8348,1192,60262,0.2446,0.6398,19500,2,1,11.200363095649816,7.86480400332846
57346,3615,0.8141,NA,27649,0.3295,0.5441,15250,1,1,10.956858372958548,8.193123721512068
67725,1773,0.6773,1308,79311,0.2217,0.7282,23000,2,1,11.123210666953296,7.480992162869525
88665,2076,0.0825,1533,84860,0.1761,0.9361,11667,2,1,11.39262050192658,7.638679823876112
103470,5447,0.6016,NA,78679,0.1188,0.8971,26978,2,1,11.547036994598995,8.60300384782935
60624,3930,0.8799,1150,22874,0.3,0.6145,13916,1,1,11.012446133258383,8.27664912542186
55504,1604,0.7253,1034,56003,0.3081,0.4842,16000,2,3,10.924210369209531,7.380879035564116
58799,1300,0.807,NA,69986,0.4749,0.6159,19500,2,3,10.98188012693938,7.170888478512505
17793,26,NA,NA,NA,0.4792,NA,9064,3,3,9.786560400506836,3.295836866004329
41237,746,NA,NA,NA,0.5953,NA,8540,3,3,10.627091190577001,6.616065185132817
54742,1148,0.5703,NA,63650,0.2704,0.6287,23250,2,3,10.910386518280905,7.046647277848756
36442,732,NA,NA,12246,0.217,0.515,5500,1,3,10.503477234609823,6.597145701886651
53187,1224,0.8185,1150,45218,0.2471,0.7153,19716,2,3,10.88156928456649,7.110696122978827
49584,1083,0.8988,1025,51652,0.239,0.6536,17992,2,3,10.81142348002753,6.988413181999592
35833,3026,0.8187,1080,24526,0.3768,0.3583,16753,2,3,10.486624535512897,8.01532730902172
35090,1223,NA,NA,19020,0.242,NA,8000,1,3,10.465671468577261,7.1098794630722715
24471,97,NA,NA,NA,0.6242,NA,NA,3,3,10.10524402196869,4.584967478670572
58375,3193,0.7091,1233,54222,0.1743,0.7406,19500,2,3,10.974642994971198,8.069029328774958
38244,93,NA,NA,21852,0.6311,NA,8568,3,3,10.551741964205338,4.543294782270004
55874,10035,0.8982,1091,30681,0.3143,0.5872,23183,1,3,10.930854434663992,9.213933907486313
32538,5251,NA,NA,15460,0.4209,NA,5975,1,3,10.390163916069115,8.566364235422688
22377,259,NA,NA,NA,0.5335,NA,6633,3,3,10.015788924623273,5.560681631015528
54186,738,0.6754,NA,39718,0.2988,0.4146,12469,2,3,10.900177851478853,6.6052979209482015
56075,702,0.6925,NA,51853,0.2414,0.4764,19500,2,3,10.934445359388409,6.555356891810665
44860,1230,0.9194,NA,66014,0.3002,0.7061,19000,2,3,10.7113018080742,7.115582126184454
45099,3134,0.9784,NA,37319,0.338,0.5659,17353,2,3,10.716615352295944,8.050384453067021
22973,225,NA,NA,NA,0.5193,NA,6160,3,3,10.04207489229217,5.420534999272286
37781,6573,NA,NA,13541,0.3772,NA,6000,1,3,10.539561609736435,8.790877754224164
26702,124,1,NA,NA,0.7219,NA,13583,3,3,10.19249374795004,4.8283137373023015
62575,1417,NA,NA,29172,0.2942,NA,9500,3,3,11.044121116299975,7.257002707092073
71030,2438,0.7542,1134,42211,0.2634,0.672,19950,2,3,11.170857601991855,7.79934339821592
29392,643,NA,NA,34227,0.7422,NA,9500,3,3,10.288477807454907,6.467698726104354
51793,10055,0.7964,1066,29640,0.3664,0.4644,18750,1,3,10.855010283980864,9.215924750270084
54735,8106,0.9139,1012,27048,0.3423,0.4687,15500,1,3,10.910258637538657,9.000483164987708
37540,600,NA,NA,17124,0.2527,NA,5543,1,3,10.533162310140499,6.398594934535208
94823,1205,0.7867,1251,61250,0.1698,0.708,26563,2,3,11.459767274850359,7.095064377287131
40950,511,NA,NA,14456,0.3012,NA,6000,1,3,10.620107089281216,6.238324625039508
41663,716,0.9916,NA,26166,0.4691,0.5104,9500,2,3,10.637368723744101,6.57507584059962
47314,1298,0.7777,NA,42043,0.3276,0.6187,18634,2,3,10.764561513772353,7.1693500166706
38377,10698,NA,NA,15658,0.2861,NA,5500,1,3,10.555213600795284,9.277905558138606
56118,18854,0.8302,1074,28367,0.2923,0.6701,19500,1,3,10.935211895662606,9.844533409692458
31053,197,NA,NA,30311,0.5314,0.36,12250,2,3,10.343450701051859,5.288267030694535
34795,8643,NA,NA,11784,0.4554,0.1723,7300,1,3,10.45722897727895,9.064620717626777
58427,3288,0.7924,1249,55646,0.1648,0.7995,23250,2,3,10.975533390742427,8.098338846189057
36898,3422,NA,NA,18708,0.3695,0.159,8750,1,3,10.51591262801771,8.138272638530186
65590,1149,0.7532,1280,74208,0.2575,0.7598,22810,2,3,11.09117852428778,7.047517221357296
38618,4997,NA,NA,11386,0.2818,NA,5054,1,3,10.561473768002484,8.516793111394898
38329,2971,NA,NA,12420,0.2547,NA,10258,1,3,10.55396206880912,7.99699040583765
35831,1023,NA,NA,15990,0.3551,NA,7043,1,3,10.486568719482518,6.931471805599453
22766,70,NA,NA,NA,0.407,NA,6333,3,3,10.033023473885162,4.2626798770413155
34466,2105,NA,NA,15917,0.2627,NA,5104,1,3,10.447728609841523,7.652545692693921
49045,1325,NA,NA,27154,0.2654,0.5098,14764,1,3,10.800493522998416,7.189922170745808
39206,8207,NA,NA,13013,0.2825,NA,5613,1,3,10.57658507529037,9.012864567410551
69151,1668,0.559,NA,58166,0.155,0.6058,20500,2,3,11.144047798304321,7.419979923661835
20720,50,NA,NA,NA,0.6415,NA,4750,3,3,9.938854696373419,3.9318256327243257
41596,13876,NA,NA,11912,0.3368,NA,3500,1,3,10.635759287780123,9.53798807237101
59058,1632,0.6339,980,41038,0.304,0.6,19000,2,3,10.986275290857266,7.398174092970465
48707,792,0.9765,NA,41787,0.309,0.4412,14750,2,3,10.793578035907808,6.675823221634848
