earnings,enrollment,admission_rate,sat_avg,avg_cost,pell_pct,completion_rate,median_debt,CONTROL,REGION,log_earnings,log_enrollment
56645,596,NA,NA,NA,0.2053,NA,6396,1,3,10.944559001307589,6.391917113392602
42134,88,0.625,NA,NA,0.6075,NA,9500,1,3,10.648610294686415,4.48863636973214
54143,1585,0.7022,1068,57130,0.3389,0.6027,20927,2,3,10.899383973528197,7.368970402194793
87989,6437,0.3654,1513,85851,0.1752,0.8717,21488,2,3,11.384967085647192,8.769973211858753
55443,4024,0.6529,1241,49320,0.1522,0.7253,17500,2,3,10.923110744953865,8.300280189852664
39168,1941,NA,NA,14764,0.2699,0.3026,6644,1,3,10.575615365871998,7.571473648851271
50672,97,NA,NA,NA,0.5,NA,6100,2,3,10.83312876877842,4.584967478670572
33267,2620,0.9861,NA,21929,0.527,0.2281,13740,1,3,10.412321193621326,7.8713112033234065
34654,50,1,NA,23858,0.8194,NA,5500,1,3,10.453168438070792,3.9318256327243257
68303,713,0.5894,1090,28094,0.349,0.5571,19500,2,3,11.131708968459558,6.570882962339584
55695,107,NA,NA,NA,0.2621,NA,15000,2,3,10.92764565527929,4.68213122712422
54810,29882,0.8529,1282,32171,0.1876,0.7496,12000,1,3,10.911627938040162,10.305045035813276
40137,5667,NA,NA,12229,0.2969,0.1633,7966,1,3,10.60005388114173,8.64259160081057
54810,3019,NA,NA,19165,0.1282,0.2374,12000,1,3,10.911627938040162,8.013012110368916
54810,4354,NA,NA,21784,0.2218,0.159,12000,1,3,10.911627938040162,8.379079889286603
39813,862,0.3797,NA,35017,0.3366,0.3394,21250,2,3,10.59194877110536,6.760414691083428
39584,3456,NA,NA,16812,0.3825,0.2176,6899,1,3,10.586180275192214,8.148156439921625
42509,539,0.6135,1193,64587,0.4223,0.5771,26500,2,3,10.65747109719941,6.29156913955832
32641,159,0.4731,NA,61212,0.1371,0.7213,18500,2,3,10.393324445863634,5.075173815233827
52131,8969,0.913,NA,27159,0.4051,0.5057,15333,1,3,10.861515060390364,9.101640955052842
33552,144,NA,NA,NA,0.6488,NA,9245,1,3,10.4208517531417,4.976733742420574
40664,882,0.6766,NA,54443,0.3919,0.556,20500,2,3,10.61309845912674,6.78332520060396
39435,17549,NA,NA,13381,0.2596,0.2806,5993,1,3,10.58240902583209,9.772809228894012
35654,13382,NA,NA,11189,0.3226,NA,4724,1,3,10.481616621511806,9.501740523796375
31588,273,NA,NA,29862,0.4526,0.5,11996,3,3,10.360532580617472,5.6131281063880705
17789,74,NA,NA,NA,0.7207,NA,NA,3,3,9.78633556772527,4.31748811353631
75537,7682,0.6545,1335,65881,0.1581,0.8018,19500,2,3,11.232377881419048,8.946765374867635
49351,499,0.4755,NA,53667,0.4978,0.3057,11000,2,3,10.806713308080846,6.214608098422191
67753,2380,0.1739,1410,81900,0.1255,0.789,21250,2,3,11.123624018204401,7.7752758464868625
41360,1302,NA,NA,13472,0.1711,0.3801,9278,1,3,10.630069509182311,7.172424577124845
40117,398,NA,NA,NA,0.3535,NA,6333,1,3,10.59955546360705,5.988961416889864
56996,2223,0.8337,NA,54580,0.1469,0.5786,19500,2,3,10.95073636891568,7.707062655370473
51892,5562,NA,NA,30696,0.3718,0.1111,14238,2,3,10.856919914690904,8.623892810075294
20907,39,NA,NA,NA,0.3692,NA,3500,3,3,9.947839310106628,3.6888794541139363
37722,281,0.7532,NA,18358,0.3669,0.4048,5500,2,3,10.537998757611117,5.641907070938114
66111,690,0.4574,NA,26627,0.5098,0.7273,16013,2,3,11.099090426517867,6.53813982376767
55163,142,NA,NA,NA,0.3205,NA,5500,1,3,10.918047717665434,4.962844630259907
47920,48,0.7143,NA,NA,0.7193,NA,9895,1,3,10.777288232789331,3.8918202981106265
51551,67,1,NA,NA,0.7182,NA,14250,1,3,10.85032688789905,4.219507705176107
48466,915,0.8579,NA,47025,0.366,0.5198,20500,2,3,10.78861780016066,6.82001636467413
54311,777,0.9353,NA,40572,0.3174,0.5451,19500,2,3,10.902482063674697,6.656726524178391
60955,356,NA,NA,NA,0.2072,NA,5500,2,3,11.017891165999247,5.877735781779639
37791,1311,NA,NA,19171,0.4561,NA,6701,1,3,10.539826258020412,7.179307969504034
33079,129,NA,NA,NA,0.6512,NA,9389,3,3,10.40665391893463,4.867534450455582
62860,2274,0.809,1298,65827,0.2059,0.7855,21500,2,3,11.04866531035156,7.729735331385051
58636,3857,0.8529,NA,30681,0.7127,NA,12004,3,3,10.979104121409922,8.257904193465674
22453,102,NA,NA,NA,0.5503,NA,5206,3,3,10.019179514532201,4.634728988229636
45388,1290,NA,NA,17513,0.3324,0.2471,17500,1,3,10.72300303191088,7.1631723908466425
45388,797,NA,NA,18635,0.2233,0.2632,17500,1,3,10.72300303191088,6.682108597449809
45388,2692,NA,NA,15936,0.2909,0.3672,17500,1,3,10.72300303191088,7.898411092811599
45388,1629,NA,NA,18371,0.3871,0.3218,17500,1,3,10.72300303191088,7.396335293800808
45388,1654,NA,NA,17539,0.3435,0.3774,17500,1,3,10.72300303191088,7.411556287811163
45388,1164,NA,NA,18446,0.3348,0.3087,17500,1,3,10.72300303191088,7.060476365999801
45388,19320,0.8634,1099,30567,0.2851,0.6372,17500,1,3,10.72300303191088,9.868947866261383
45388,1601,NA,NA,16480,0.247,0.2027,17500,1,3,10.72300303191088,7.379008127628304
71830,1732,0.3103,1429,87590,0.0952,0.8234,15000,2,3,11.182057495068847,7.457609289715606
67492,549,0.7654,1050,32839,0.241,0.6512,19456,2,3,11.119764351318228,6.309918278226516
50417,852,0.7036,NA,50790,0.3723,0.3795,13875,2,3,10.82808369877337,6.748759547491679
39612,2773,NA,NA,11859,0.2312,NA,7780,1,3,10.586887381641194,7.928045600874777
47329,454,NA,NA,NA,0.7147,NA,9711,1,3,10.76487849442862,6.12029741895095
41855,1590,NA,NA,14578,0.1515,0.4697,7759,1,3,10.641966543094156,7.372118028337787
30389,224,NA,NA,34607,0.5879,NA,10000,3,3,10.3218359798084,5.41610040220442
30389,22,NA,NA,37348,1,NA,10000,3,3,10.3218359798084,3.1354942159291497
38837,5373,NA,NA,9860,0.2552,0.3094,8917,1,3,10.567128679463297,8.589327789175437
48150,543,0.7413,NA,45378,0.2999,0.3246,19000,2,3,10.782076417226271,6.298949246855942
48909,798,0.7586,1081,49754,0.3252,0.4498,20515,2,3,10.797716707607764,6.683360945766275
57180,952,0.7931,1088,53709,0.3355,0.6138,12000,2,3,10.953959465876302,6.859614903654202
41495,1475,NA,NA,13026,0.2261,0.30620000000000003,5500,1,3,10.633328217032549,7.297091005160418
41273,43,NA,NA,NA,0.4038,NA,NA,1,3,10.627963812132798,3.784189633918261
65409,939,0.9322,947,30260,0.3273,0.5581,15084,2,3,11.088415142656158,6.84587987526405
55076,2043,NA,NA,15352,0.3036,0.2494,16000,1,3,10.916469328564263,7.622663951323595
55076,837,NA,NA,14890,0.2721,0.3175,16000,1,3,10.916469328564263,6.731018100482083
55076,16656,0.754,1317,38757,0.1259,0.7979,16000,1,3,10.916469328564263,9.720585827477107
17832,73,NA,NA,NA,0.9359,NA,6333,3,3,9.788749875065704,4.30406509320417
43502,46,NA,NA,NA,0.2717,NA,9111,1,3,10.68056219303136,3.8501476017100584
75103,532,0.8429,NA,21446,0.327,0.5385,21000,2,3,11.22661578369206,6.278521424165844
53217,1995,0.782,1088,49276,0.2782,0.5865,20500,2,3,10.88213317315705,7.59890045687141
49555,1358,0.8415,1131,49858,0.3029,0.6811,19565,2,3,10.810838442840808,7.214504414151143
51509,1129,0.5912,1183,46719,0.3031,0.5633,18837,2,3,10.849511828665106,7.029972911706386
35006,715,NA,NA,13935,0.1834,0.4648,3995,1,3,10.463274754350781,6.573680166960646
48440,1376,0.8184,1017,44658,0.3911,0.5637,16750,2,3,10.78808119766703,7.227662498728654
21091,172,NA,NA,NA,0.5738,NA,5310,3,3,9.956601688185614,5.153291594497779
38158,1273,NA,NA,10118,0.2175,0.3606,4500,1,3,10.549490713287256,7.149916836132109
21904,57,NA,NA,NA,0.6585,NA,NA,3,3,9.99442454752823,4.060443010546419
40004,1115,NA,NA,17994,0.1328,NA,5500,1,3,10.596734728096406,7.017506142941256
51691,33,NA,NA,NA,0.8049,NA,7317,1,3,10.853038964104712,3.5263605246161616
50968,2494,NA,NA,26266,0.3394,0.5402,12000,2,3,10.838953263796324,7.822044008185619
58343,2887,0.3418,1447,87404,0.0964,0.8089,19500,2,3,10.97409466479416,7.968319500012717
48450,683,NA,NA,NA,0.4966,NA,9500,3,3,10.788287617318913,6.52795791762255
51748,760,0.9423,NA,47621,0.3691,0.4102,16557,2,3,10.854141063037792,6.634633357861686
80928,2489,0.744,1252,53580,0.206,0.7548,24250,2,3,11.301315149469692,7.820037989458753
60409,464,NA,NA,24595,0.2706,NA,14500,1,3,11.00889337944504,6.142037405587356
60409,621,NA,NA,19487,0.295,0.2271,14500,1,3,11.00889337944504,6.432940092739179
60409,736,NA,NA,23623,0.3879,0.15310000000000001,14500,1,3,11.00889337944504,6.602587892189336
60409,794,NA,NA,18928,0.2964,0.2669,14500,1,3,11.00889337944504,6.678342114654332
60409,2396,NA,NA,22063,0.3922,0.2915,14500,1,3,11.00889337944504,7.781973234434385
25434,91,NA,NA,NA,0.5088,NA,5500,3,3,10.143842140580691,4.5217885770490405
18341,406,NA,NA,NA,0.4322,NA,8750,3,3,9.816894269951032,6.008813185442595
26989,111,NA,NA,NA,0.4853,NA,7814,3,3,10.203184654566114,4.718498871295094
23131,57,NA,NA,NA,0.5429,NA,9700,3,3,10.0489289881863,4.060443010546419
60409,45638,0.6057,1387,30305,0.2016,0.8772,14500,1,3,11.00889337944504,10.728517893131238
52581,298,NA,NA,10777,0.0983,0.2065,15332,1,3,10.870110116741285,5.700443573390687
52581,833,NA,NA,11356,0.1587,0.1439,15332,1,3,10.870110116741285,6.726233402358747
52581,415,NA,NA,11607,0.1293,0.2103,15332,1,3,10.870110116741285,6.030685260261263
52581,691,NA,NA,10984,0.1179,0.1441,15332,1,3,10.870110116741285,6.539585955617669
52581,19633,0.8499,1212,30586,0.2121,0.6545,15332,1,3,10.870110116741285,9.885018036252466
52581,560,NA,NA,11041,0.1301,0.216,15332,1,3,10.870110116741285,6.329720905522696
29342,118,NA,NA,22500,0.7383,NA,10583,3,3,10.28677521569959,4.77912349311153
71660,26,1,NA,14032,0.36,NA,11625,2,3,11.179687990858945,3.295836866004329
55624,1516,0.556,NA,68424,0.2817,0.5857,21500,2,3,10.926370041778855,7.324489979348532
53313,2157,0.8453,1220,48321,0.3063,0.6788,20500,2,3,10.883935482853596,7.67693714581808
37275,4361,NA,NA,14436,0.224,NA,8731,1,3,10.52607813963294,8.380685946761574
21361,51,NA,NA,NA,0.6795,NA,7917,3,3,9.969322108457675,3.9512437185814275
47914,131,NA,NA,NA,0.3228,NA,12534,1,3,10.777163016268934,4.882801922586371
47765,395,0.8312,NA,27427,0.7264,0.4348,12667,3,3,10.77404843270411,5.981414211254481
68723,65,NA,NA,NA,0.5211,NA,10000,2,3,11.13783921111854,4.189654742026425
21307,172,NA,NA,NA,0.6872,NA,6251,3,3,9.966790936205367,5.153291594497779
34726,547,NA,NA,35305,0.7957,NA,12949,3,3,10.455243964904083,6.306275286948016
41478,1400,NA,NA,33716,0.3363,0.3602,11750,2,3,10.63291844517332,7.244941546337007
42187,211,0.917,NA,47229,0.5333,0.6905,12000,3,3,10.6498673956928,5.356586274672012
39596,2247,NA,NA,21974,0.3856,0.4811,12885,1,3,10.586483382039699,7.717796211013582
37558,13308,NA,NA,11003,0.3107,0.4111,5500,1,3,10.53364168376815,9.496195777086555
34661,5749,NA,NA,10755,0.3582,NA,6886,1,3,10.453370414555645,8.656955133791396
34104,586,NA,NA,27696,0.8308,NA,13127,3,3,10.437169958445047,6.375024819828097
50030,2901,0.5836,1220,44580,0.2304,0.7545,18590,2,3,10.82037810448225,7.973155433444133
35463,761,NA,NA,15244,0.2165,NA,7433,1,3,10.476245178418486,6.635946555686647
36612,1028,NA,NA,23647,0.2724,NA,8557,1,3,10.50813133450467,6.9363427358340495
25036,48,NA,NA,NA,0.5867,NA,6412,3,3,10.128070068044591,3.8918202981106265
35942,2051,0.8005,986,48004,0.3147,0.3987,15795,2,3,10.489661807091968,7.62657020629066
50632,9770,0.9202,1235,26512,0.2746,0.5704,14750,1,3,10.832339066455141,9.187174093944343
31675,17,NA,NA,NA,0.6,0,NA,2,3,10.36328300518934,2.8903717578961645
26129,7,NA,NA,NA,0.1364,NA,NA,1,3,10.170801087594812,2.0794415416798357
48707,151,NA,NA,NA,0.456,NA,9500,1,3,10.793578035907808,5.0238805208462765
52170,131,NA,NA,NA,0.5474,NA,6333,1,3,10.86226289601644,4.882801922586371
56878,670,0.7493,1097,50523,0.4301,0.6667,21938,2,3,10.94866390211491,6.508769136971682
59764,1390,0.7074,1193,47575,0.2736,0.585,20000,2,3,10.998158751970976,7.237778191923443
37988,1484,NA,NA,12847,0.2981,0.3238,6750,1,3,10.545025599362843,7.3031700512368
38298,822,0.405,NA,25676,0.7409,0.1202,12000,2,3,10.553152954484112,6.71295620067707
48491,1006,0.924,1029,43431,0.3885,0.4727,14782,2,3,10.789133492695578,6.914730892718563
54947,1215,0.7235,1179,57799,0.3486,0.5269,23252,2,3,10.91412436325496,7.103322062526113
59629,1730,0.5953,1353,75656,0.209,0.7394,21115,2,3,10.995897311894359,7.456454555176209
49500,6762,0.9633,NA,24373,0.3447,0.4169,15854,1,3,10.809727948556782,8.81922185757494
49500,892,NA,NA,16340,0.2117,0.4091,15854,1,3,10.809727948556782,6.794586580876499
64873,4207,0.8641,1217,65476,0.1627,0.6865,18750,2,3,11.080186791476603,8.344742754417545
41544,7961,0.8445,1120,21708,0.3378,0.5048,15750,1,3,10.634508385524155,8.982435503560263
59841,673,0.6617,NA,44743,0.2925,0.3476,16679,2,6,10.999446323738674,6.513230110912307
54951,1455,NA,NA,46465,0.4696,0.5051,17337,2,6,10.914197158028326,7.283448228756631
40955,72,NA,NA,NA,0.1292,NA,NA,1,6,10.620229181949702,4.290459441148391
40118,2492,NA,NA,19862,0.3884,0.3067,11000,1,6,10.599580390384643,7.821242083523558
34117,1308,NA,NA,23617,0.5427,NA,6496,1,6,10.437551072769297,7.1770187659099
21213,477,NA,NA,NA,0.6828,NA,6254,3,6,9.96236948027235,6.169610732491456
48351,10170,0.7812,1090,26392,0.3649,0.3676,13000,1,6,10.786242183190828,9.227295812625597
38469,2076,NA,NA,17957,0.2541,NA,8500,1,6,10.557608001127225,7.638679823876112
44962,2467,0.5815,1049,18459,0.45,0.3442,11250,1,6,10.713572967563955,7.811163385025279
38658,964,NA,NA,18546,0.4373,NA,8750,1,6,10.562509018366697,6.872128101338986
37224,946,NA,NA,15510,0.2232,NA,5500,1,6,10.524708993524484,6.853299093186078
22058,39,NA,NA,NA,0.7123,NA,5500,3,6,10.001430626866092,3.6888794541139363
15956,86,NA,NA,NA,0.7333,NA,6333,3,6,9.677590213025297,4.465908118654584
42051,267,0.5786,980,26126,0.3737,0.2639,13250,2,6,10.646638446331167,5.5909869805108565
33261,1742,NA,NA,21394,0.6781,0.1684,11664,1,6,10.412140818440461,7.463363045520021
36545,1786,NA,NA,20726,0.2867,0.2713,8886,1,6,10.506299656914493,7.488293515159428
49944,840,NA,NA,36273,0.0919,0.5139,14726,3,6,10.81865765674158,6.734591659972948
45379,4772,0.9959,1049,21551,0.4509,0.3536,12000,1,6,10.722804721951764,8.470730317005897
37566,1941,NA,NA,15242,0.3367,NA,7375,1,6,10.533854664973365,7.571473648851271
38337,1720,NA,NA,18885,0.542,NA,7277,1,6,10.554170766276814,7.450660796211539
44358,1498,0.6545,1003,18672,0.4142,0.3035,11000,1,6,10.700048354785155,7.312553498102598
49203,1885,0.9654,1122,39106,0.3302,0.5551,18500,2,6,10.803709876231219,7.542213463193403
63126,1214,NA,NA,NA,0.2861,NA,15500,1,6,11.052888008036343,7.102499355774649
44933,917,NA,NA,15055,0.4771,0.2094,7500,1,6,10.712927770367092,6.822197390620491
57413,21773,0.7504,1150,28290,0.2799,0.6817,15500,1,6,10.958026037500982,9.988471876441125
41307,3514,NA,NA,12881,0.3166,0.1485,8989,1,6,10.628787256112481,8.164794804244766
48434,1308,0.4941,1024,48695,0.1739,0.5237,15363,2,6,10.787957325420447,7.1770187659099
38146,9758,NA,NA,11439,0.252,NA,5668,1,6,10.549176181936373,9.18594521514146
54655,1514,0.7702,1177,47247,0.2391,0.6488,15250,2,6,10.908795980727936,7.323170717943469
63126,22734,0.766,1246,28872,0.2497,0.7533,15500,1,6,11.052888008036343,10.031660866259111
45634,2028,NA,NA,17256,0.4152,0.4239,9000,1,6,10.728408331705516,7.615298339825815
46885,3487,0.989,1196,50004,0.2843,0.5683,20250,2,6,10.755453073853726,8.15708378502887
43166,2657,NA,NA,21064,0.4014,0.2896,11250,1,6,10.672808427318916,7.885329239273191
37555,4953,NA,NA,18655,0.2911,0.2,5500,1,6,10.533561804120112,8.507950610049305
21406,95,NA,NA,NA,0.5597,NA,5500,3,6,9.971426535544321,4.564348191467836
41913,941,0.6582,1152,20662,0.512,0.4413,10736,1,6,10.643351320318597,6.848005274576363
35390,1086,NA,NA,23353,0.3821,NA,8033,1,6,10.474184573339508,6.99117688712121
9656,21,NA,NA,NA,0.7917,NA,NA,3,6,9.175334762777368,3.091042453358316
45079,3018,0.7643,1087,18594,0.416,0.3154,10623,1,6,10.716171785121514,8.012680929706839
40391,377,NA,NA,33305,0.4672,0.1613,13000,2,6,10.606362266854584,5.934894195619588
45744,3514,NA,NA,23334,0.389,0.3969,11750,1,6,10.730815914562093,8.164794804244766
39746,12228,NA,NA,12900,0.3585,NA,7933,1,6,10.59026448608823,9.41156545918937
41067,883,NA,NA,NA,0.6441,NA,6886,3,6,10.622960158263622,6.784457062637643
61408,2813,0.6151,1389,64459,0.2696,0.7229,12500,2,6,11.025295398807426,7.942362237674335
38248,815,NA,NA,15372,0.3694,NA,5500,1,6,10.551846550305939,6.704414354964107
17260,29,NA,NA,NA,0.625,NA,9626,3,6,9.756146964637418,3.4011973816621555
33734,72,NA,NA,NA,0.1086,NA,NA,1,6,10.42626150981796,4.290459441148391
38375,962,NA,NA,20650,0.3253,NA,8961,1,8,10.555161484889497,6.870053411798126
38940,3789,NA,NA,19753,0.2948,NA,8000,1,8,10.56977727892619,8.240121298076472
40968,6610,NA,NA,16151,0.3692,0.2134,7408,1,8,10.620546553142386,8.796490207333578
42886,4963,NA,NA,11085,0.247,NA,6973,1,8,10.666300711329177,8.509967146324497
39477,493,NA,NA,18567,0.3875,NA,9500,1,8,10.58347350281825,6.202535517187923
23915,58,NA,NA,NA,0.4299,NA,8481,3,8,10.082261156114397,4.07753744390572
42362,172,0.9695,NA,NA,0.658,NA,9500,3,8,10.654007012953944,5.153291594497779
46639,532,0.8889,NA,NA,0.3325,0.8333,16129,3,8,10.750192379971189,6.278521424165844
28483,236,NA,NA,NA,0.3691,NA,11302,3,8,10.257062697057004,5.4680601411351315
50112,2172,0.9831,NA,26718,0.3475,0.43,13500,1,8,10.822015779350474,7.6838639802564295
31115,56,0.8,NA,30849,0.6444,0.5172,18500,2,8,10.345445297003318,4.04305126783455
59761,2699,0.9351,1197,58644,0.2344,0.7196,19500,2,8,10.998108553267764,7.90100705199242
23595,43,NA,NA,NA,0.6795,NA,7584,3,8,10.068790104160488,3.784189633918261
38075,6064,NA,NA,18699,0.3217,0.2039,6450,1,8,10.547313177763362,8.71028982137815
62205,2120,0.7849,NA,79987,0.2028,0.7536,13644,2,8,11.038190661348592,7.659642954564682
78638,1621,0.8517,NA,65935,0.3033,0.7046,20500,2,8,11.272610322147692,7.3914152346753585
41363,5174,NA,NA,18789,0.2746,NA,6500,1,8,10.630142040400989,8.55159461813357
24421,37,NA,NA,NA,0.5313,NA,6333,3,8,10.103198696867215,3.6375861597263857
20718,32,NA,NA,NA,0.7755,NA,8142,3,8,9.938758166618047,3.4965075614664802
24421,35,NA,NA,NA,0.6027,NA,6333,3,8,10.103198696867215,3.58351893845611
57436,38,1,NA,NA,0.1765,0.5,NA,2,8,10.958426563414267,3.6635616461296463
41125,3856,NA,NA,17462,0.2394,0.2368,7339,1,8,10.624371488067673,8.257644958208228
53623,517,0.6728,1020,47143,0.3271,0.56,15633,2,8,10.889733359497507,6.249975242259483
101028,836,NA,NA,NA,0.2893,NA,16625,1,8,11.523152985125664,6.729824070489475
72273,2892,0.9502,1150,27524,0.1786,0.5378,15625,1,8,11.188205894415884,7.970049304976135
64010,30743,0.773,1290,31653,0.2277,0.7011,15000,1,8,11.066794600136049,10.33345013224468
61324,20497,0.883,1272,34793,0.2135,0.7169,15000,1,8,11.023926562430345,9.928082599391509
34883,420,0.7485,NA,70376,0.4053,0.2913,10500,2,8,10.45975488349865,6.042632833682381
60583,1516,0.8956,1090,72374,0.2777,0.6698,17036,2,8,11.011769604649245,7.324489979348532
33102,59,NA,NA,NA,0.5243,NA,8170,3,8,10.407348982500485,4.0943445622221
20551,101,NA,NA,NA,0.5947,NA,6785,3,8,9.93066488054092,4.624972813284271
23393,38,NA,NA,NA,0.7612,NA,8170,3,8,10.060192111293768,3.6635616461296463
22912,212,NA,NA,NA,0.55,NA,7652,3,8,10.039416069760373,5.3612921657094255
24106,66,NA,NA,NA,0.6637,NA,7652,3,8,10.090216051148289,4.204692619390966
44592,19531,NA,NA,17934,0.32,NA,7287,1,8,10.70530974972173,9.87980942518155
57906,13182,0.9087,NA,21590,0.4165,0.5266,15457,1,8,10.966576285135192,9.48668339975797
82804,2957,0.8917,1277,73224,0.221,0.7984,18500,2,8,11.324231648385243,7.992268643270745
62927,1320,0.2461,1437,86376,0.1459,0.7147,15750,2,8,11.049730603368106,7.186144304522325
36845,3559,NA,NA,18962,0.4277,NA,10247,1,8,10.5144752032011,8.177515823846075
49175,2751,0.8862,NA,27636,0.2486,0.4253,15000,1,8,10.80314064325726,7.920083199053234
38349,1270,NA,NA,16274,0.3647,NA,8303,1,8,10.55448373083613,7.147559271189454
36738,1193,NA,NA,14990,0.6154,NA,9200,1,8,10.51156692070601,7.085064293952548
36676,2219,NA,NA,17440,0.337,NA,5095,1,8,10.509877869169792,7.705262474866325
55204,375,0.7114,NA,38948,0.4786,0.4918,20250,2,8,10.91879069340793,5.929589143389895
48917,678,0.939,NA,52019,0.2497,0.6059,17951,2,8,10.797880263309066,6.520621127558696
56911,1592,0.7709,1377,67501,0.2355,0.7124,18913,2,8,10.949243923047078,7.373374309910049
51815,3103,0.981,NA,25062,0.4113,0.4712,15000,1,8,10.855434961618318,8.04044688130311
27382,0,NA,NA,NA,NA,NA,NA,2,8,10.2176411421937,0
40457,244,0.8294,NA,41093,0.4029,0.6774,13500,2,2,10.607994960666709,5.501258210544727
58700,1217,0.7633,NA,43711,0.5004,0.507,23250,2,2,10.980195005816189,7.1049654482698426
38495,886,NA,NA,NA,0.7256,NA,6333,3,2,10.55828364171215,6.787844982309579
39449,9544,NA,NA,19716,0.3226,NA,7132,1,2,10.582763977410282,9.163772736159848
62069,1156,0.5457,1275,71348,0.2849,0.7255,25017,2,2,11.03600194843532,7.053585727193677
23580,70,NA,NA,NA,0.7635,NA,7968,3,2,10.068154174091362,4.2626798770413155
61295,2128,0.7709,1186,62745,0.2378,0.722,20000,2,2,11.023453552529094,7.663407664893479
24246,70,NA,NA,NA,0.1928,NA,4750,3,2,10.096006934306528,4.2626798770413155
55055,2152,0.5806,1170,57565,0.3624,0.5553,20500,2,2,10.91608796454769,7.674617497364363
24785,160,NA,NA,NA,0.8421,NA,8028,3,2,10.117993910454674,5.081404364984463
51112,366,NA,NA,NA,0.6515,NA,12661,3,2,10.841774582282179,5.905361848054571
45090,1247,NA,NA,12556,0.2781,NA,9500,1,2,10.71641577141513,7.129297548929373
58336,1948,0.8022,1190,64645,0.2831,0.6674,21852,2,2,10.97397467747839,7.575071699507561
75217,1359,0.2943,1396,83250,0.1475,0.8179,21441,2,2,11.228132548219142,7.215239978730097
93807,3876,0.2893,1410,83756,0.1238,0.8632,23250,2,2,11.448994759075541,8.262816937670928
47324,5289,NA,NA,11688,0.2371,NA,8250,1,2,10.764772845373553,8.573573524852344
27341,82,NA,NA,NA,0.2606,NA,7709,3,2,10.216142686053809,4.418840607796598
23003,26,NA,NA,NA,0.4314,NA,7481,3,2,10.043379921188018,3.295836866004329
38891,1789,NA,NA,12340,0.2962,NA,5500,1,2,10.568518140370246,7.489970898834801
51051,1348,0.8695,1080,49327,0.4301,0.5992,21513,2,2,10.840580412039547,7.207118856207756
114862,7304,0.1166,1546,83654,0.1604,0.9413,20250,2,2,11.651486686768868,8.8963143241848
59460,834,0.8407,NA,57206,0.4357,0.6039,23044,2,2,10.993059096552088,6.727431724850855
45370,662,0.1846,NA,27116,0.4901,0.5091,13035,3,2,10.72260637265801,6.4967749901858625
52410,1232,0.6196,1198,61261,0.2183,0.6306,18326,2,2,10.866852691796211,7.117205503164344
52015,815,0.7446,NA,58168,0.5208,0.4878,20782,2,2,10.859287417504996,6.704414354964107
37837,617,NA,NA,26782,0.6602,0.4059,13000,1,2,10.541042738838962,6.42648845745769
69939,152,0.8333,NA,NA,0.4155,NA,12000,2,2,11.155378712545462,5.030437921392435
65740,90,0.3034,1070,NA,0.2867,NA,12000,3,2,11.09346284721821,4.51085950651685
45391,6861,NA,NA,13530,0.412,NA,8176,1,2,10.72306912649225,8.833754223418396
55838,1628,0.9321,1204,59933,0.299,0.5591,17500,2,2,10.930209920175912,7.395721608602045
70204,2273,0.4209,1391,82902,0.1275,0.7978,17294,2,2,11.15916056844758,7.729295674310482
30814,178,NA,NA,32767,0.415,NA,12000,3,2,10.33572441114172,5.187385805840755
84648,13233,0.7944,1345,76835,0.2676,0.7816,20204,2,2,11.346256760583998,9.490544554572004
74742,5350,0.8356,1276,67776,0.2024,0.7749,23500,2,2,11.221797462114148,8.585038738311304
56148,4814,0.9205,1084,27917,0.4149,0.43120000000000003,16750,1,2,10.935746340654216,8.479491324232226
51655,2404,0.9077,NA,55001,0.4192,0.54,18000,2,2,10.852342275283545,7.785305182539862
62399,1868,0.7787,1204,50865,0.2084,0.7617,26000,2,2,11.041304528588082,7.533158807455563
22377,49,NA,NA,NA,0.4727,NA,6633,3,2,10.015788924623273,3.912023005428146
23921,90,NA,NA,NA,0.6424,NA,7851,3,2,10.082512013210788,4.51085950651685
25073,85,NA,NA,NA,0.5797,NA,8028,3,2,10.129546848931234,4.454347296253507
25073,69,NA,NA,NA,0.5182,NA,8028,3,2,10.129546848931234,4.248495242049359
23589,74,NA,NA,NA,0.5979,NA,6333,3,2,10.068535780659627,4.31748811353631
25073,99,NA,NA,NA,0.6269,NA,8028,3,2,10.129546848931234,4.605170185988092
23589,130,NA,NA,NA,0.6347,NA,6333,3,5,10.068535780659627,4.875197323201151
23921,176,NA,NA,NA,0.5658,NA,7851,3,2,10.082512013210788,5.176149732573829
22377,152,NA,NA,NA,0.7198,NA,6633,3,2,10.015788924623273,5.030437921392435
23921,90,NA,NA,NA,0.6457,NA,7851,3,2,10.082512013210788,4.51085950651685
41951,221,NA,NA,38471,0.4754,NA,8835,3,2,10.6442575495135,5.402677381872279
76124,1799,0.2819,1392,85776,0.158,0.8377,19000,2,2,11.240118868636918,7.495541943884256
58845,2365,0.7416,NA,52869,0.2384,0.6636,23031,2,2,10.982662147311762,7.768956044538332
50004,1096,NA,NA,45407,0.3124,0.6098,18907,2,2,10.819858281210454,7.00033446027523
71517,2099,0.389,1379,81960,0.2099,0.8253,23250,2,2,11.1776904626589,7.649692623711514
24407,110,NA,NA,NA,0.5158,NA,7050,3,2,10.102625255383492,4.709530201312334
67145,1067,0.8963,1090,55786,0.2491,0.5688,23256,2,2,11.114609739015275,6.97354301952014
